,hip_y,upper_leg,hand_x,hand_y,arm,hip_x,crank_length,lower_leg,torso_length,neck_and_head,torso_width,drag
2180,0.465,0.426332786,0.142619891,0.674570961,0.627802902,0.631,0.17,0.503874465,0.50263938,0.303376499,0.309437662,15.2200967
2181,0.594,0.356935099,0.312115427,0.708143594,0.600174283,0.37,0.173,0.52240594,0.579687283,0.289397005,0.384299029,23.7496781
2182,0.656,0.381826925,0.276278837,0.615952773,0.629214745,0.401,0.17,0.531700625,0.57407862,0.299388926,0.307330773,22.8901095
2183,0.625,0.42909284,0.515191525,0.422879855,0.684358313,0.428,0.17,0.49255074,0.521700806,0.329480263,0.35301657,18.2594429
2184,0.479,0.358910308,0.492,0.704,0.651626253,0.344,0.173,0.511896372,0.540602037,0.312143862,0.332591225,16.7410279
2185,0.631,0.401036788,0.515191525,0.422879855,0.602478693,0.409,0.17,0.445845245,0.501077668,0.283351005,0.381354972,17.5203939
2186,0.631,0.391285399,0.515191525,0.422879855,0.574463037,0.409,0.17,0.546160927,0.512219445,0.261344595,0.364786905,16.8284729
2187,0.631,0.371633773,0.515191525,0.422879855,0.617322735,0.409,0.17,0.479320458,0.53083354,0.292410946,0.27615545,14.7938692
2188,0.6871,0.412380343,0.431882378,0.529957887,0.6648604,0.4151,0.175,0.521188531,0.484196652,0.319418773,0.342714335,19.9929665
2189,0.631,0.406386729,0.521191525,0.422879855,0.634760193,0.409,0.17,0.526193363,0.506983251,0.338296541,0.296854334,16.1153117
2190,0.382,0.386580165,0.390994213,0.561416919,0.610500603,0.319,0.168,0.507343299,0.526251561,0.31560475,0.372025308,17.2236242
2191,0.382,0.447037985,0.390994213,0.561416919,0.657867851,0.319,0.168,0.558652767,0.463662918,0.288311898,0.327263266,12.9518893
2192,0.685,0.393656647,0.546919548,0.474759701,0.648683236,0.415,0.165,0.518804312,0.543297419,0.307299946,0.368231652,18.6629212
2193,0.661,0.415760041,0.483848002,0.472136294,0.626375927,0.381,0.17,0.541823173,0.588690392,0.294268254,0.345232452,20.7225498
2194,0.665,0.384217006,0.483848002,0.472136294,0.661242964,0.366,0.17,0.528866317,0.489578574,0.333206261,0.311415911,18.8455891
2195,0.654,0.403651429,0.601,0.541,0.637503363,0.346,0.165,0.509624082,0.556454885,0.313841159,0.387663565,21.0578295
2196,0.684,0.368803701,0.464,0.678,0.654676667,0.417,0.17,0.551471744,0.476861351,0.280285066,0.415578637,22.6949592
2197,0.665,0.398514202,0.33100476,0.585090817,0.668803381,0.366,0.17,0.534748185,0.538035292,0.304161356,0.302607025,21.3428787
2198,0.665,0.423860417,0.33100476,0.585090817,0.584883304,0.366,0.17,0.514174188,0.566433743,0.317455047,0.329965543,22.7990275
2199,0.7236,0.401680813,0.547490176,0.522753033,0.640938673,0.4154,0.17,0.577312584,0.59747369,0.295602036,0.330628262,20.4049435
2200,0.706,0.430611787,0.483,0.466,0.618120428,0.385,0.173,0.529558029,0.543995747,0.308487462,0.303864339,18.4058266
2201,0.708,0.396668647,0.499799335,0.562654556,0.710631198,0.421,0.175,0.52427133,0.568075146,0.31172792,0.345865483,21.8028148
2202,0.67,0.377529429,0.529919548,0.557759701,0.658692419,0.423,0.175,0.505618515,0.498594947,0.328671958,0.325171309,18.4145999
2203,0.731,0.42054799,0.54283948,0.528124384,0.611404711,0.442,0.173,0.553033547,0.538666699,0.298980347,0.36914281,18.8783978
2204,0.635,0.404322668,0.490936432,0.508045197,0.598959973,0.396,0.173,0.51246476,0.485671411,0.325768499,0.32794731,17.5525336
2205,0.752,0.438153566,0.54081779,0.529135632,0.679659818,0.432,0.17,0.532440085,0.512842361,0.279421742,0.298423613,17.4395337
2206,0.637,0.374974581,0.473691126,0.540332546,0.614864611,0.39,0.173,0.521794858,0.541262465,0.316983018,0.359335731,21.4656772
2207,0.637,0.416660089,0.473691126,0.540332546,0.662121878,0.39,0.173,0.480332484,0.501866911,0.289922615,0.315928875,18.7957832
2208,0.685,0.345535365,0.503919548,0.513759701,0.63818898,0.415,0.173,0.547375992,0.576642128,0.303769164,0.399688777,21.6920413
2209,0.706,0.380006978,0.459,0.665,0.607674294,0.402,0.175,0.560994562,0.536176205,0.293813142,0.333238218,21.2269269
2210,0.635,0.425065558,0.384387849,0.494935677,0.655459779,0.398,0.17,0.507915066,0.494946468,0.320987525,0.382782796,21.4895555
2211,0.635,0.355894263,0.384387849,0.494935677,0.69492916,0.398,0.17,0.526848732,0.56216903,0.306906108,0.308401883,21.0101331
2212,0.635,0.399137555,0.384387849,0.494935677,0.632694669,0.398,0.17,0.487375683,0.517654767,0.269503615,0.353691723,20.8135546
2213,0.638,0.389519126,0.436192044,0.670607767,0.621220345,0.387,0.173,0.538975044,0.468173154,0.285353012,0.343342262,18.9463358
2214,0.638,0.369526809,0.424927262,0.631112495,0.586874592,0.387,0.173,0.470761915,0.546909397,0.300601453,0.322270571,20.4845335
2215,0.635,0.34196348,0.384387849,0.494935677,0.625655912,0.398,0.17,0.506770108,0.548451622,0.290943915,0.344601073,21.3920907
2216,0.635,0.39306139,0.384387849,0.494935677,0.67691142,0.398,0.17,0.556585969,0.509006833,0.317934119,0.286679566,18.0821593
2217,0.721,0.414883884,0.540919548,0.452759701,0.596382871,0.439,0.173,0.525545663,0.474447224,0.304553225,0.323738677,15.6110499
2218,0.376083,0.383622618,0.394874403,0.68140824,0.660379079,0.33624,0.17,0.537217564,0.564915287,0.327161832,0.385919239,17.8051198
2219,0.423365,0.434023823,0.389051236,0.667758635,0.61316379,0.35252,0.17,0.497194324,0.518821954,0.298155398,0.334523019,14.6620521
2220,0.423365,0.361653509,0.389051236,0.667758635,0.636817938,0.35252,0.17,0.515894727,0.537410006,0.281104642,0.355059534,16.5044537
2221,0.645,0.422709789,0.445,0.627,0.619687369,0.382,0.175,0.435286946,0.523410837,0.314275129,0.360833069,20.8087407
2222,0.673,0.388343947,0.530172888,0.50783951,0.690111127,0.412,0.173,0.502104232,0.532583717,0.272779818,0.301287468,18.3540334
2223,0.639,0.474494979,0.482256471,0.427680362,0.631309721,0.402,0.173,0.545004638,0.488349558,0.307694678,0.349713224,17.5668465
2224,0.724,0.443520728,0.522671271,0.58798535,0.645114936,0.414,0.17,0.482251949,0.525683328,0.324469299,0.331940776,18.7871339
2225,0.68,0.39545566,0.561919548,0.484759701,0.634072906,0.438,0.173,0.513603446,0.534962316,0.288860391,0.270277439,14.7574935
2226,0.687,0.418540949,0.451368806,0.660177412,0.657054706,0.397,0.17,0.533962722,0.559720842,0.339976385,0.32076193,21.2544454
2227,0.6214,0.400398491,0.467056967,0.567165786,0.570742826,0.3532,0.17,0.540841795,0.539949604,0.31993143,0.371037428,20.5970922
2228,0.67,0.427671371,0.490666137,0.492494816,0.663929324,0.421,0.173,0.518217025,0.571849673,0.26484648,0.347137538,20.3359782
2229,0.694,0.37094116,0.466967893,0.567161831,0.628510551,0.381,0.17,0.567002812,0.482608097,0.312562917,0.314187926,19.5812081
2230,0.701,0.411582278,0.47,0.654,0.682699933,0.397,0.17,0.509055233,0.530255148,0.284041698,0.357877512,23.502392
2231,0.635,0.331708137,0.52,0.681,0.650881572,0.338,0.175,0.528184624,0.511590575,0.299795176,0.337063697,19.2082226
2232,0.681,0.411780246,0.598919548,0.521759701,0.613379412,0.426,0.173,0.513746029,0.518093756,0.309386009,0.425789979,18.0076892
2233,0.699,0.381374495,0.374,0.665,0.648141111,0.472,0.175,0.550373149,0.527247258,0.288995622,0.33046301,21.2356688
2234,0.68,0.428018458,0.492,0.681,0.59671701,0.367,0.175,0.504603924,0.470829146,0.316172549,0.377191882,19.819455
2235,0.694,0.348937783,0.466967893,0.567161831,0.605933994,0.381,0.17,0.567948386,0.554245416,0.26555551,0.368912902,22.5533098
2236,0.687,0.40586311,0.529141016,0.564622469,0.642495031,0.409,0.172,0.51836356,0.502447767,0.312668194,0.335638646,18.4932278
2237,0.721,0.444330008,0.447,0.672,0.619880756,0.407,0.17,0.541083911,0.522699336,0.299896398,0.312129162,19.7530638
2238,0.694,0.38849082,0.466967893,0.567161831,0.609810759,0.381,0.17,0.516038801,0.520411036,0.318055045,0.327776869,19.6370338
2239,0.684,0.498549879,0.478,0.558,0.657256962,0.391,0.165,0.467978264,0.569403339,0.291068985,0.372786069,21.5673548
2240,0.663,0.378931161,0.466967893,0.567161831,0.59084408,0.371,0.17,0.506913552,0.480423953,0.311006847,0.338166554,19.6748839
2241,0.719,0.422992698,0.497,0.674,0.645291059,0.374,0.175,0.55708098,0.52953506,0.281303365,0.398866254,22.9192402
2242,0.717,0.403152949,0.524919548,0.468759701,0.601632504,0.431,0.175,0.545288611,0.558308594,0.28673397,0.333076777,17.6900481
2243,0.673,0.425376215,0.455,0.663,0.630090612,0.391,0.175,0.512606937,0.552415025,0.303867251,0.354887198,22.4544395
2244,0.684,0.394403613,0.525919548,0.542759701,0.674693913,0.418,0.173,0.517196202,0.526109466,0.293927455,0.31739342,18.8450546
2245,0.718,0.416889085,0.483,0.654,0.59393212,0.418,0.17,0.539201994,0.545976322,0.307004492,0.339422928,20.092541
2246,0.644,0.438740842,0.480442286,0.513048095,0.611628071,0.366,0.173,0.48757298,0.535415368,0.313518403,0.329130399,19.160262
2247,0.644,0.363571712,0.53010254,0.511048095,0.635618119,0.366,0.173,0.561634068,0.516919306,0.332433411,0.349550755,19.1864723
2248,0.644,0.453023183,0.53010254,0.511048095,0.662344082,0.366,0.173,0.579419054,0.503954458,0.337175457,0.352180049,18.7623651
2249,0.69,0.377686308,0.551,0.598,0.627269704,0.399,0.17,0.519542979,0.556200423,0.29571124,0.268352496,16.8032181
2250,0.663,0.351584674,0.376172888,0.60583951,0.64959312,0.425,0.165,0.543101885,0.533025359,0.30858692,0.320570218,20.5089139
2251,0.662,0.392023853,0.431311837,0.615429768,0.63286727,0.422,0.17,0.553443628,0.519256981,0.319040422,0.313964729,19.7686706
2252,0.672,0.424156321,0.587919548,0.475759701,0.665096256,0.423,0.173,0.509766203,0.488031827,0.26798548,0.292870383,14.7769083
2253,0.662,0.355087109,0.435,0.623497475,0.640421764,0.422,0.17,0.529038279,0.555205759,0.293467979,0.369841431,22.7636531
2254,0.6485,0.403818516,0.429482436,0.693373884,0.623649792,0.3645,0.17,0.514317057,0.496597999,0.278741545,0.351516318,20.3488139
2255,0.654,0.419778936,0.52,0.667,0.614233126,0.366,0.17,0.546458874,0.530110885,0.311417872,0.316562798,18.5032016
2256,0.627,0.412582506,0.519919548,0.448759701,0.585396902,0.373,0.165,0.497984338,0.559431839,0.30189715,0.366257876,18.2051197
2257,0.673,0.401197242,0.384078772,0.662379306,0.692996757,0.392,0.17,0.559209173,0.545245236,0.308189592,0.354201805,23.5653656
2258,0.716,0.429462785,0.527,0.623,0.606937559,0.361,0.175,0.526356466,0.525541319,0.295272716,0.383910897,21.0935807
2259,0.671,0.399923293,0.526336165,0.455999422,0.636303838,0.416,0.165,0.540127618,0.528961017,0.262348349,0.307057044,17.5914257
2260,0.584,0.426660336,0.461919548,0.458759701,0.659740415,0.376,0.173,0.517778508,0.54985759,0.319546039,0.332428949,20.0832528
2261,0.672,0.441306843,0.507,0.644,0.688539675,0.397,0.175,0.481547268,0.543820145,0.276760613,0.347616961,21.0190507
2262,0.68,0.417822123,0.473,0.717,0.667031478,0.431,0.175,0.533384518,0.557233215,0.288450186,0.358420084,22.0571037
2263,0.397,0.352806446,0.458,0.597,0.633556713,0.338,0.17,0.536582894,0.526678039,0.286131321,0.345074462,15.5226143
2264,0.479,0.367509777,0.492,0.704,0.622163122,0.344,0.173,0.485127754,0.561848505,0.271654424,0.355579022,17.0297703
2265,0.479,0.407991784,0.492,0.704,0.671209143,0.344,0.173,0.525064624,0.517508067,0.307398539,0.311174875,15.4764949
2266,0.397,0.38790329,0.458,0.602,0.644587779,0.338,0.17,0.506339139,0.536023438,0.321670773,0.387214523,17.2730231
2267,0.6659,0.46085734,0.414433936,0.516896033,0.58915562,0.4158,0.165,0.555175482,0.494702504,0.29438116,0.33500203,18.4391908
2268,0.729,0.392616136,0.472491641,0.700284133,0.650327176,0.425,0.17,0.598046733,0.522129157,0.304259347,0.413392166,23.6408533
2269,0.634,0.373160565,0.392967893,0.571161831,0.681520392,0.432,0.17,0.491317082,0.541096579,0.290565351,0.318208433,19.5473641
2270,0.6338,0.414241267,0.393156967,0.571265786,0.627980156,0.4322,0.17,0.530437836,0.501671223,0.317574136,0.361405778,20.6652393
2271,0.6338,0.38317558,0.393156967,0.571265786,0.66324335,0.4322,0.17,0.544171671,0.553316119,0.280493829,0.302283291,20.064907
2272,0.666,0.432676864,0.541919548,0.505759701,0.615901427,0.41,0.173,0.501656708,0.512687168,0.310598344,0.350202001,18.1117546
2273,0.721,0.394104413,0.467238011,0.596188989,0.617121721,0.407,0.17,0.560378482,0.556711791,0.264083072,0.335956144,20.2881432
2274,0.6338,0.404154127,0.403304695,0.583646159,0.629039003,0.4322,0.17,0.47038679,0.543470993,0.283871386,0.32534812,18.9812745
2275,0.6338,0.384661683,0.403304695,0.583646159,0.60219889,0.4322,0.17,0.538749795,0.524121383,0.299693821,0.346024029,20.8588978
2276,0.667,0.437584723,0.471,0.582,0.651439474,0.411,0.175,0.498297627,0.590378105,0.330113793,0.291876356,19.1383335
2277,0.685,0.424758774,0.541919548,0.505759701,0.704179579,0.415,0.173,0.547066272,0.52867459,0.288724417,0.458386537,22.748053
2278,0.421,0.398981296,0.439,0.576,0.61027181,0.359,0.175,0.521642843,0.549450035,0.339533225,0.362571381,17.6686125
2279,0.694,0.401519248,0.564919548,0.428759701,0.661025625,0.384,0.17,0.505474005,0.512375716,0.314166234,0.32245619,17.4006619
2280,0.703,0.430221967,0.496368806,0.728177412,0.543523999,0.33,0.152,0.483833674,0.484575198,0.301301082,0.281336989,17.0533146
2281,0.705,0.412990151,0.516,0.726,0.597374499,0.317,0.165,0.535348899,0.521843665,0.294605965,0.308664004,19.651473
2282,0.6868,0.39172824,0.482541833,0.490517021,0.677912567,0.399,0.17,0.514603041,0.501276623,0.307595903,0.333399461,20.0134482
2283,0.683,0.450328868,0.556919548,0.485759701,0.620265975,0.421,0.173,0.519246874,0.517214088,0.317813664,0.400552008,18.6568846
2284,0.674,0.350950165,0.184268067,0.598424335,0.606438917,0.423,0.165,0.529384124,0.546346896,0.326981814,0.298800302,22.3346245
2285,0.382,0.396516333,0.591,0.729,0.654482279,0.318,0.17,0.490230627,0.507155134,0.298051485,0.348580397,14.7849314
2286,0.6057,0.377372249,0.22422307,0.602962219,0.691797591,0.4068,0.1625,0.575506952,0.526393686,0.280903532,0.328117381,21.6513138
2287,0.703,0.420289317,0.49,0.688,0.631830005,0.41,0.175,0.510050359,0.464932085,0.310802293,0.373303383,20.2166315
2288,0.687,0.376103315,0.546919548,0.558759701,0.635961029,0.409,0.173,0.540601741,0.547865725,0.306807769,0.375463006,18.9410942
2289,0.759,0.442749614,0.475,0.647,0.675311821,0.378,0.17,0.528015688,0.496135686,0.285193754,0.339736566,22.0358654
2290,0.698,0.405516957,0.425,0.654,0.5946536,0.376,0.17,0.566113281,0.518385532,0.331940107,0.317802808,21.0741993
2291,0.703,0.41138531,0.440035394,0.670139503,0.652945805,0.357,0.17,0.549671034,0.502830023,0.325601342,0.355232279,22.8604823
2292,0.699,0.39054863,0.414099673,0.630383027,0.63043972,0.372,0.17,0.522867584,0.522984079,0.279198319,0.386342773,23.8606691
2293,0.718,0.433564701,0.464,0.678,0.633212176,0.355,0.175,0.530794785,0.54488449,0.311624395,0.337221504,22.0558296
2294,0.477,0.373494388,0.499,0.652,0.670660801,0.391,0.175,0.520436803,0.492133733,0.253145209,0.371281691,17.346118
2295,0.668,0.408356002,0.451197022,0.620060046,0.680761299,0.401,0.17,0.48554779,0.570343365,0.315045374,0.364171732,23.320425
2296,0.656,0.38819707,0.393660208,0.676895636,0.649959435,0.439,0.17,0.556103894,0.499651967,0.336480773,0.27197608,17.7717487
2297,0.763,0.467990606,0.454,0.693,0.599874892,0.426,0.175,0.50662656,0.539465215,0.302095203,0.342243836,20.2264588
2298,0.673,0.394703401,0.537882989,0.497141047,0.647781182,0.392,0.165,0.548331009,0.545609141,0.317336398,0.3518476,19.5393439
2299,0.6481,0.380464639,0.270693526,0.685907507,0.653710016,0.4369,0.17,0.508343093,0.483017126,0.270841093,0.35733975,21.2159572
2300,0.775,0.426009685,0.524541996,0.502695392,0.605422521,0.415,0.165,0.562992444,0.530399541,0.307201409,0.31351434,16.88581
2301,0.688,0.399608087,0.541919548,0.505759701,0.689575485,0.405,0.173,0.527345607,0.551974266,0.294155005,0.336589686,19.8060914
2302,0.697,0.413819343,0.363,0.661,0.700291216,0.408,0.175,0.543631228,0.518967113,0.337911284,0.384693638,24.6032111
2303,0.683,0.392319808,0.534919548,0.502759701,0.609344941,0.393,0.17,0.519839978,0.497053204,0.288172807,0.354543725,17.1972519
2304,0.652,0.431826116,0.43,0.758,0.671766013,0.407,0.175,0.490958066,0.475083688,0.323697469,0.366688006,20.1994738
2305,0.721,0.377999187,0.468,0.68,0.601056702,0.339,0.175,0.554290259,0.532730731,0.312039593,0.349226472,21.6478233
2306,0.719,0.421338703,0.468,0.68,0.650696393,0.346,0.175,0.50605126,0.48866295,0.283174254,0.300251626,18.5522885
2307,0.685,0.456367656,0.402,0.484,0.639390068,0.415,0.173,0.515176089,0.523553009,0.2602171,0.316980132,19.4172736
2308,0.676,0.407630417,0.504294364,0.478912691,0.616310974,0.419,0.17,0.536166506,0.503583233,0.319292088,0.339109138,17.944549
2309,0.668,0.384068575,0.439238011,0.589188989,0.64076628,0.391,0.17,0.482940051,0.541428885,0.278270648,0.315284957,19.8513135
2310,0.679,0.435469364,0.483919548,0.478759701,0.576850177,0.387,0.17,0.523487846,0.502061551,0.30958683,0.358784591,18.366113
2311,0.682,0.40348481,0.467441334,0.640391621,0.665571843,0.358,0.165,0.551099134,0.522414372,0.296788835,0.397327299,23.5297974
2312,0.67877,0.37415655,0.528691959,0.504325193,0.652189123,0.38677,0.17,0.534550203,0.553777074,0.289263916,0.297256567,17.623866
2313,0.689,0.415538842,0.505919548,0.464759701,0.60330517,0.403,0.17,0.495089416,0.512997206,0.316402188,0.347937398,18.2656658
2314,0.681,0.423567915,0.409157436,0.755943024,0.624017623,0.362,0.165,0.474506787,0.507836525,0.293235953,0.321709876,19.9490461
2315,0.683,0.409093393,0.521919548,0.488759701,0.635275077,0.393,0.17,0.570044667,0.495188324,0.300098452,0.332753285,18.290456
2316,0.563,0.381676288,0.367,0.603,0.598649163,0.4,0.165,0.497669523,0.515432115,0.311212032,0.318610429,18.8830437
2317,0.582,0.428728966,0.389,0.626,0.649228179,0.335,0.165,0.537865047,0.557765272,0.281693946,0.361791236,21.6563552
2318,0.711,0.419277451,0.477238011,0.595188989,0.669588175,0.404,0.17,0.511754338,0.550270115,0.335195291,0.335320619,22.2951764
2319,0.762,0.386432968,0.494829971,0.608184905,0.632521963,0.347,0.155,0.545866645,0.49880913,0.295051702,0.368457352,20.9656185
2320,0.682,0.446082496,0.463009515,0.542464491,0.69426551,0.425,0.173,0.502549648,0.538825556,0.322517297,0.324637936,19.9682042
2321,0.718,0.405950009,0.508942767,0.499370595,0.667655269,0.464,0.172,0.587262572,0.547003947,0.324866293,0.385298316,20.9552098
2322,0.729,0.444750372,0.541919548,0.519759701,0.582420223,0.441,0.173,0.530172048,0.526891409,0.278150582,0.354801181,17.2219952
2323,0.706,0.376502137,0.39660769,0.708054073,0.653806098,0.427,0.165,0.543765272,0.517728046,0.316344638,0.285659684,18.8322832
2324,0.611,0.418906909,0.413031099,0.70282498,0.605551018,0.373,0.17,0.501432115,0.562331009,0.289197109,0.34436468,20.4347462
2325,0.687,0.428194002,0.491240436,0.445498894,0.625565578,0.4,0.175,0.465474981,0.576992444,0.320256873,0.329046447,18.6129586
2326,0.687,0.358307113,0.491240436,0.446498894,0.596214405,0.4,0.17,0.536270115,0.501964361,0.306365753,0.349469603,17.2300472
2327,0.696,0.400637206,0.483,0.672,0.647871056,0.332,0.175,0.496474459,0.541345607,0.266534155,0.300774816,19.1219693
2328,0.69,0.408815435,0.467,0.678,0.639475951,0.343,0.175,0.481188324,0.479229963,0.318237334,0.341851963,19.8574342
2329,0.62,0.294400935,0.356,0.613,0.663814282,0.397,0.165,0.548494161,0.550166506,0.357993737,0.320474087,21.4111033
2330,0.689,0.398126808,0.466,0.68,0.62842229,0.348,0.175,0.512962554,0.498702218,0.298414381,0.379513914,22.0532295
2331,0.712,0.387389021,0.536919548,0.529759701,0.709865768,0.423,0.175,0.537974266,0.551865047,0.297581499,0.330380279,20.6360986
2332,0.592,0.453785716,0.66783948,0.532124384,0.635360852,0.379,0.173,0.497748373,0.511669523,0.326192878,0.377043778,16.0602727
2333,0.73,0.396897517,0.558996573,0.494785388,0.646441208,0.41,0.173,0.558381019,0.521200144,0.290245888,0.36208232,18.5838618
2334,0.727,0.431210204,0.539462667,0.461390433,0.603441095,0.42,0.173,0.546013335,0.493061356,0.270628673,0.312011288,16.0850835
2335,0.65,0.369795136,0.407,0.606,0.632608329,0.4,0.175,0.49517187,0.514148061,0.337723149,0.338087905,20.5849752
2336,0.706,0.410319058,0.493515758,0.626915645,0.694594747,0.405,0.175,0.534649056,0.555574544,0.302441122,0.398468932,23.9137724
2337,0.4208,0.380236049,0.49321,0.47453,0.621125445,0.35947,0.175,0.523565777,0.503489879,0.323621814,0.327691509,15.9297345
2338,0.714,0.375218015,0.51,0.682,0.598804945,0.395,0.175,0.570620268,0.496940051,0.283085236,0.343106697,19.035533
2339,0.492,0.394478504,0.484127067,0.78069788,0.627002263,0.368,0.173,0.489583233,0.565099134,0.299235992,0.321990953,17.0234244
2340,0.679,0.439041847,0.403078772,0.649379306,0.638103258,0.372,0.17,0.518730731,0.548550203,0.305581453,0.308004548,20.7395486
2341,0.68316,0.37838869,0.538941959,0.514625193,0.634674334,0.37004,0.17,0.535450035,0.522912913,0.26877063,0.364478234,19.609432
2342,0.681,0.422015495,0.562296081,0.471282662,0.70472836,0.417,0.173,0.495826991,0.580113281,0.306758617,0.321238071,18.5471835
2343,0.745,0.408082567,0.579987648,0.675721493,0.591847059,0.432,0.173,0.55283162,0.554601741,0.300450859,0.306919244,16.6243892
2344,0.712,0.46228272,0.464,0.688,0.673052348,0.382,0.175,0.524192554,0.532070675,0.313251128,0.332347728,22.0102107
2345,0.708,0.392690279,0.589919548,0.505759701,0.629126899,0.32,0.173,0.529470993,0.547768983,0.309939395,0.395570239,21.0524851
2346,0.672,0.373244198,0.462,0.656,0.602339069,0.394,0.17,0.510121383,0.472002949,0.3255183,0.314740299,18.1512773
2347,0.732,0.414347545,0.572786615,0.404033496,0.651532812,0.433,0.173,0.576378105,0.527460927,0.297160275,0.358329311,17.533759
2348,0.68316,0.432895193,0.538941959,0.514625193,0.640163597,0.37004,0.17,0.475876056,0.563671034,0.303621978,0.347536957,19.5347891
2349,0.68316,0.361100954,0.538941959,0.514625193,0.664742945,0.37004,0.17,0.542711791,0.496018957,0.289726749,0.32700514,18.595711
2350,0.631,0.402576448,0.384056695,0.665836625,0.61722231,0.409,0.17,0.500830344,0.536867584,0.316807728,0.371651431,22.6860033
2351,0.631,0.400002291,0.384056695,0.665836625,0.654579405,0.409,0.17,0.516978492,0.49954779,0.32837861,0.31105372,19.2492219
2352,0.681,0.411091692,0.484554705,0.47134467,0.620361962,0.426,0.173,0.487276623,0.481105558,0.251585142,0.324189966,17.5390667
2353,0.681,0.329333265,0.484554705,0.47134467,0.584622241,0.426,0.17,0.560683719,0.551004625,0.291747425,0.344995505,18.6308871
2354,0.659,0.39032786,0.370031673,0.508535876,0.642929156,0.435,0.17,0.507843665,0.511035103,0.318728928,0.288265959,18.7610864
2355,0.681,0.385622395,0.471688063,0.475275257,0.648592691,0.426,0.173,0.547220616,0.525186346,0.302045717,0.302119928,18.6346654
2356,0.68616441,0.441656122,0.488803755,0.45703958,0.5975367,0.42783196,0.17,0.503214088,0.443830533,0.336312909,0.350120392,16.7526751
2357,0.646439,0.364493433,0.546338955,0.40312497,0.626286177,0.33310378,0.17,0.521718814,0.544794785,0.314989874,0.329715814,18.1973888
2358,0.617,0.395079013,0.436612696,0.479797107,0.661134178,0.41,0.165,0.532346896,0.491998449,0.27491899,0.412414415,22.0655926
2359,0.725,0.396288246,0.518408814,0.549343025,0.61881044,0.43,0.173,0.544863866,0.519474005,0.305973416,0.336193941,18.536719
2360,0.712,0.419905679,0.439297149,0.787613939,0.64154283,0.438,0.175,0.520511683,0.497833674,0.292707983,0.312943575,18.7880486
2361,0.673,0.448593151,0.436939608,0.654004582,0.65304091,0.391,0.175,0.491761657,0.50974553,0.299643093,0.292626233,18.5558046
2362,0.699,0.429650117,0.445,0.66,0.717327815,0.373,0.17,0.556343365,0.504230627,0.315887552,0.378251099,24.1806957
2363,0.7,0.379624082,0.447,0.658,0.638789261,0.369,0.17,0.528100084,0.494083005,0.301251269,0.348822299,22.2015631
2364,0.688,0.398747439,0.396551823,0.68897623,0.662904123,0.413,0.173,0.508984079,0.561066272,0.286359297,0.328371808,22.3334407
2365,0.679,0.389151799,0.443,0.639,0.680949138,0.37,0.17,0.518143827,0.526322619,0.272230089,0.33871664,22.8837048
2366,0.691,0.409560632,0.544919548,0.488759701,0.600024925,0.403,0.173,0.540721513,0.546253928,0.321879562,0.316457815,17.6264636
2367,0.585,0.36283823,0.353,0.605,0.588492817,0.334,0.175,0.494508569,0.48438679,0.304406302,0.309053167,18.9369579
2368,0.725,0.374566861,0.446,0.737,0.697433144,0.347,0.17,0.549844433,0.501177286,0.31075125,0.322733456,20.9748634
2369,0.721,0.432035532,0.516612696,0.489797107,0.657358344,0.442,0.173,0.512109466,0.524334424,0.292943673,0.339658169,19.3300202
2370,0.722,0.402249351,0.540366634,0.512555256,0.634330756,0.437,0.173,0.531976322,0.504595951,0.306169528,0.317700819,17.0062071
2371,0.697,0.372908948,0.596,0.607,0.591047704,0.374,0.173,0.546609261,0.533542979,0.330440224,0.375323439,19.6614367
2372,0.418,0.407720497,0.415,0.615,0.601774966,0.339,0.175,0.507557866,0.510070662,0.296521784,0.367452134,16.4425213
2373,0.692,0.387682919,0.552919548,0.463759701,0.628775011,0.393,0.173,0.5264382,0.528889375,0.277660354,0.287007574,16.0419036
2374,0.67,0.457352413,0.479521557,0.480319712,0.683309669,0.396,0.17,0.486877581,0.47821565,0.309335874,0.344679913,19.6759287
2375,0.681,0.42147272,0.517919548,0.487759701,0.664276213,0.426,0.173,0.538415025,0.519762892,0.316115369,0.355145855,19.7909618
2376,0.67638,0.39720344,0.424037229,0.464602572,0.572224591,0.4318,0.17,0.516688733,0.498270943,0.303032408,0.386130018,18.0211605
2377,0.6329,0.41746895,0.4688,0.6198,0.606060828,0.3686,0.17,0.475277317,0.575634068,0.334451243,0.326659545,20.3233839
2378,0.695,0.385327151,0.629919548,0.439759701,0.642581787,0.38,0.175,0.509837252,0.485130425,0.29477371,0.394274466,17.3646534
2379,0.477,0.440299838,0.349,0.691,0.583547676,0.361,0.175,0.573194277,0.531196202,0.322160845,0.337142613,16.58232
2380,0.6329,0.364086626,0.4551,0.6819,0.619977254,0.3686,0.17,0.489954458,0.51260944,0.30774409,0.3579676,21.4538368
2381,0.691,0.40491656,0.544919548,0.488759701,0.6681614,0.403,0.173,0.529124498,0.553201994,0.272957761,0.314299036,18.1507898
2382,0.689,0.410703534,0.627806016,0.486923101,0.625926464,0.401,0.175,0.523878413,0.526606937,0.291006518,0.352430179,17.0395253
2383,0.722,0.390033652,0.514778443,0.574214514,0.648231276,0.437,0.175,0.552043515,0.546627129,0.353238226,0.380168421,21.1947042
2384,0.715,0.426170689,0.431,0.698,0.613486888,0.365,0.175,0.495500419,0.561689918,0.281204298,0.342165448,22.9184362
