,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Fork type,Stem kind,Display AEROBARS,Handlebar style,Head tube type,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,RIM_STYLE front,RIM_STYLE rear,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,Seat tube type
2814,405,70,591.528335,73,144.6,45,515.2,74,653.4145038,45,40,28.6,36.5,23.35,13,15,9,STEEL,29,49.2,49.2,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,689,67,689,67,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,TRUE,0,51,102,SPOKED,SPOKED,1,1,80,80,260,718,34.9,330,1
2815,400,30,524.4044149,67,115,60,310,71.5,636.838434,45,40,38.5,45.5,31,16.5,15,9,ALUMINIUM,30,60,40,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,2,73,50,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,204,0,0,SPOKED,SPOKED,1,1,80,80,220,390,34.9,200,2
2816,405,70,505.2437235,75,50.2,45,513,74,654.5554083,50,40,28.6,36.5,23.35,13,15,9,STEEL,32.5,47,48,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,1,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,TRUE,255,255,255,SPOKED,SPOKED,1,1,80,80,290,718,34.9,330,1
2817,415,75,609.4003599,72.5,157.3,45,601.3,73,652.6903825,48,40,28.6,36.5,23.35,13,15,9,STEEL,37.2,31.3,40,330,350,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,2,1,68,35,692,28.6,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,278,768,28.6,300,1
2818,410,60,565.659501,72.505,140,160,508,73.5,644.5959973,45,40,31.7,36.5,28.5,13,15,9,CARBON,22.3,8.6,66.4,330,350,16,18,FALSE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,255,204,255,SPOKED,SPOKED,1,1,80,80,270,768,34.9,330,0
2819,405,70,505.2437235,75,50.2,45,513,74,654.5554083,50,40,28.6,36.5,23.35,13,15,9,STEEL,32.5,47,48,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,1,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,TRUE,255,255,204,SPOKED,SPOKED,1,1,80,80,290,718,34.9,330,1
2820,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2821,405,80,528.3543432,73.5,64.1,85,555.1,78,672.430638,50,40,46.8,59.025,33.5,16.5,15,9,OTHER,27.4,15.1,57.1,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,1,FALSE,2,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,51,51,51,TRISPOKE,SPOKED,2,1,55,80,275,755,34.9,330,0
2822,454,80,678.7383095,71,199.3,45,587.2,72,682.462537,55,40,28.6,32.25,23.35,13,15,9,STEEL,27.7,32.2,39.8,330,350,16,18,TRUE,TRUE,135,2,0.9,1.1,0.9,1.2,1,0.9,689,67,689,67,0,0,FALSE,0,1,68,36,692,28.6,FALSE,FALSE,TRUE,TRUE,1,7,2,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,260,799,34.9,300,1
2823,450,70.1,613.4252533,71.25,141.5,45,490.5,73.75,706.9447471,45,40,31.1,38.5,23.35,13,15,9,TITANIUM,34.3,53.3,47.9,330,350,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,736,114,736,114,1,0,FALSE,1,3,68,41.3,692,34.8,FALSE,FALSE,TRUE,TRUE,1,9,0,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,768,34.9,300,2
2824,420,60,605.0400057,73,176,45,534.8,73,619.5670833,60,40,28.6,36.5,23.35,13,15,9,STEEL,40,44.8,49.2,330,350,16,18,TRUE,TRUE,135,2,0.9,1.1,0.9,1.2,1,0.9,628,69,628,69,0,0,FALSE,0,3,68,45,692,28.6,TRUE,TRUE,FALSE,FALSE,1,10,1,TRUE,45,23,22,SPOKED,SPOKED,1,1,80,80,265,718,34.9,300,1
2825,405,70,573.9593569,74,141.1,120,600.1,74.3,656.8509183,25,40,28.6,36.5,23.35,16.5,15,9,ALUMINIUM,33,51.1,48.7,330,350,16,18,TRUE,TRUE,120,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,298,790,34.9,330,0
2826,395,50,669.7367832,75,246.2,45,643.2,73,678.4075568,25,40,28.6,36.5,23.35,13,15,9,STEEL,30.1,42.9,47.3,330,350,16,18,TRUE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,102,102,102,SPOKED,SPOKED,1,1,80,80,298,845,34.9,330,1
2827,390,62,580.6031223,75,140,45,700,74,640.4029742,50,39,28.6,36.5,30,16.5,10,9,BAMBOO,50,90,55,330,350,16,18,TRUE,FALSE,120,2,0.9,1.1,0.9,1.2,1,0.9,674,44,674,44,0,1,FALSE,1,1,68,48,692,31,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,153,102,0,SPOKED,SPOKED,1,1,80,80,298,755,45,330,1
2829,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2830,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2831,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2832,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2833,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2834,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2835,419.6,70,546.8689029,73,110,15.5,535.4,73,622.915318,45,47.8,28.6,36.5,23.35,10.8,15,9.5,STEEL,24.9,15.4,41.5,330,388,7,10.8,TRUE,TRUE,136,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,35.8,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,275,702,28.6,250,2
2836,440,67,589.5499715,71,145,45,560,72.5,660.3790787,60,40,28.6,36.5,23.35,13,15,9,STEEL,29.3,46.1,40.8,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,31.8,692,28.6,TRUE,TRUE,TRUE,TRUE,1,9,1,TRUE,255,102,51,SPOKED,SPOKED,1,1,80,80,298,718,31.8,330,1
2837,460.1,20,457.6737792,62.5,95,45,450,72,636.9800467,45,40,42.6,53,36.35,16.5,15,9,CARBON,15,90,41.2,330,350,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,725,103,725,103,1,0,FALSE,1,1,68,45,692,38,FALSE,FALSE,TRUE,TRUE,1,9,0,FALSE,255,255,0,SPOKED,SPOKED,1,1,80,80,275,538,34.9,100,2
2838,440,70,602.4462585,74,164,100,620,74.21749717,664.7491527,45,44,39.2,48.75,27,15.5,20,25,ALUMINIUM,40,70,60,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,0,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,298,730,34.9,260,1
2839,440,70,602.4462585,74,164,100,620,74.21749717,664.7491527,45,44,39.2,48.75,27,15.5,20,25,ALUMINIUM,40,70,60,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,0,0,0,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,298,730,34.9,260,1
2840,475,-10,505.8891055,61,146.9,45,475,67,610.9948397,45,40,39.7,41.5,40,26.5,15,9,CARBON,20,100,65,330,350,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,1,0,FALSE,1,1,68,50,692,40,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,0,255,SPOKED,SPOKED,1,1,80,80,270,565,90,300,1
2841,300,8,466.5770985,65,80,25,250.6,75.5,532.914264,45,40,28.6,36.5,17,15,15,9,CARBON,18.8,20.6,31.7,330,350,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,486,80,486,80,1,0,FALSE,1,1,68,37,692,25.2,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,255,255,255,SPOKED,SPOKED,3,3,40,40,245,405,27,120,1
2842,373,4.634397818,484.9562883,72.21189884,114,45,280,73.71189884,614.5556101,45,40,28.6,36.5,23.35,13,15,9,STEEL,21.7,39.9,59.9,330,350,16,18,TRUE,TRUE,135,2,0.9,1.1,0.9,1.2,1,0.9,673,114,673,114,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,30,30,30,SPOKED,SPOKED,3,3,40,40,210,400,34.9,330,1
2843,380,35.5,506.6048745,76,110,45,580,76,609.8029094,28,40,28.6,36.5,21,12.5,15,9,STEEL,28.9,49.2,35,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,49,671,52,0,0,FALSE,1,1,68,38,692,28,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,30,1,30,TRISPOKE,SPOKED,1,1,70,80,270,718,35,500,1
2844,405,67,583.5109173,71.5,114.6,75,540,73.5,651.3138832,45,40,28.6,36.5,23.35,13,15,9,STEEL,30.5,48.2,47.2,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,41.3,692,31.8,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,298,718,34.9,330,1
2845,405,70,581.2958741,73,166.9,112,621,74.041,634.3976917,45,40,28.6,36.5,23.35,13,15,9,CARBON,32.8,113.2,50.2,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,55,692,28,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,275,781.8,34.9,132,1
2846,376,45,542.3143625,75,126.8,80,530,77,627.8156837,45,40,28.6,36.5,23.35,13,15,9,ALUMINIUM,33,30,49.3,330,350,16,18,TRUE,TRUE,120,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,2,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,300,730,34.9,300,0
2847,405,70,591.9108569,73,145,45,515.2,74,653.4145038,45,40,28.6,36.5,23.35,13,15,9,STEEL,28.9,49.2,49.2,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,298,718,34.9,330,1
2848,407,70,547.038199,72.5,106.1,45,528,74,618.9340793,45,40,28.6,36.5,17,12.5,15,9,STEEL,28,18.9,35.5,330,350,16,18,TRUE,TRUE,126,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,68,32,692,29,FALSE,FALSE,FALSE,FALSE,1,6,1,FALSE,1,38,186,SPOKED,SPOKED,1,1,80,80,265,700,30,200,1
2849,318.8,20,408.9374848,75,114.6,45,358.1,74.999,454.3352914,45,40,28.6,36.5,23.35,13,15,9,STEEL,33.6,49.1,40.7,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,486,80,486,80,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,0,0,0,FALSE,51,255,0,SPOKED,SPOKED,3,3,40,40,210,458,34.9,300,2
2851,415,75,557.1452126,72.5,113.1,11.3,535.2,72,613.4150474,51.2,40.6,28.6,36.5,19.95,10.9,16.5,15,STEEL,26,15.2,31.5,330,365,13.4,13.2,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,70.6,32.1,692,28.8,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,109,94,94,SPOKED,SPOKED,1,1,80,80,298,704,28.8,250,1
2852,415,75,557.1452126,72.5,113.1,11.3,535.2,72,613.4150474,51.2,40.6,28.6,36.5,19.95,10.9,16.5,15,STEEL,26,15.2,31.5,330,365,13.4,13.2,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,70.6,32.1,692,28.8,FALSE,TRUE,FALSE,FALSE,1,6,1,FALSE,109,94,94,SPOKED,SPOKED,1,1,80,80,300,704,28.8,250,1
2853,431.11,85,497.4768628,72,44.7,140,516.6,73.5,614.7770814,45,40,28.6,37.25,23.35,13,15,9,TITANIUM,26,50.6,0.5,330,350,16,18,TRUE,TRUE,140,2,0.9,1.1,0.9,1.2,1,0.9,650,44,674,20,2,0,TRUE,0,0,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,255,255,255,DISC,DISC,1,1,130,80,298,708,34.9,330,2
2854,405,67,595.1542392,73,161,45,550,74,655.9228853,50,40,28.6,47.025,23.35,13,15,9,CARBON,30.7,53.4,66.6,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,50,692,31.8,FALSE,FALSE,FALSE,FALSE,1,9,1,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,270,755,34.9,300,1
2855,405,63.3,574.3089827,73,144.6,75,530,74.5,639.2783294,45,60,28.6,44.5,23.35,13,15,9,CARBON,33,64.4,55,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,298,718,55,330,1
2856,410,80,624.1071357,71.5,170,45,628.5,73,635.1790383,45,40,28.6,36.5,25,14,15,9,STEEL,39.1,48.5,50.8,330,350,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,685,63,685,63,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,0,9,1,FALSE,102,102,102,SPOKED,TRISPOKE,1,1,80,80,275,800,34.9,450,1
2857,405,70,611.036952,73,165,45,560,74,655.5210642,45,40,28.6,36.5,23.35,13,15,9,STEEL,43.8,36.6,44,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,680,58,680,58,0,0,FALSE,0,1,68,36,692,28.6,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,153,0,0,SPOKED,SPOKED,1,1,80,80,298,743,34.9,330,1
2858,405,70,566.5413795,73,120,45,567.2,74,681.9384561,40,40,28.6,36.5,23.35,13,15,9,STEEL,32.9,47.2,46.9,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,1,FALSE,218,188,113,SPOKED,SPOKED,1,1,80,80,298,820,34.9,330,1
2859,407.04,68,559.3439533,72.5,125,45,512.8,73,647.3983609,45,40,28.75,39.2,23.35,13,15,9,CARBON,24,12.8,50.9,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,1
2860,425,67.5,574.1007458,72,130,55,520,73,670.7788023,43,40,31.8,36.5,23.35,13,15,9,TITANIUM,29.3,46.1,41.2,330,350,16,18,TRUE,TRUE,120,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,2,FALSE,1,1,68,38,692,31.6,FALSE,FALSE,TRUE,TRUE,0,0,1,TRUE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,720,34.9,300,2
2861,425,67.5,574.1007458,72,130,55,470,73,670.7788023,43,40,31.8,36.5,23.35,13,15,9,TITANIUM,29.3,46.1,41.2,330,350,16,18,TRUE,TRUE,120,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,2,FALSE,1,1,68,38,692,31.6,FALSE,FALSE,TRUE,TRUE,0,0,1,TRUE,255,255,255,SPOKED,SPOKED,1,1,80,80,278,720,34.9,300,2
2862,404,80,568.4401904,73,130,45,600,74,648.2341689,45,40,27.75,36.5,29.35,16.5,15,9,CARBON,22,100,37,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,82,50,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,275,730,34.9,200,0
2863,402.79,70,568.003238,73,130,45,513.3,74,644.6473325,45,40,29,36.5,27.35,12.5,15,9,CARBON,25.3,13.3,51.3,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,82,50,692,30,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,1
2864,412,75,567.8578264,72,114.6,45,562.2,73.5,634.0421262,45,40,28.6,36.5,23.35,13,15,9,TITANIUM,33.2,47.2,47.4,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,1
2865,435,70,580.480508,71,145.4,55,500.2,73.5,654.312912,45,38.1,28.6,36.5,24,14.5,15,9,STEEL,38.5,50,51.6,370,375,16,18,TRUE,TRUE,135,2,0.9,1.1,0.9,1.2,1,0.9,699,115,699,115,1,0,FALSE,0,1,73,46.4,692,28.6,TRUE,TRUE,TRUE,TRUE,1,9,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,298,648,42,330,1
2866,410,70,540.03247,72,92.6,45,425.4,73.5,631.3094662,45,40,26.3,45.75,23.35,13,15,9,CARBON,20.7,-63.6,46.7,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,8,1,FALSE,0,51,102,SPOKED,SPOKED,1,1,80,80,298,718,34.9,330,1
2868,387.15,60,546.33632,73,127.8,200,642.2,76.5,625.5098413,45,40,29.8,36.5,38,21.5,15,9,CARBON,28.1,112.2,44.3,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,TRUE,2,0,68,45,700,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,0,0,SPOKED,DISC,1,1,80,80,250,730,34.9,330,0
2869,405,70,558.4401904,73,110,45,519.4,74.5,642.2308363,45,40,28.6,36.5,21,12,15,9,STEEL,27.4,19.4,41.5,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,35,692,30,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,204,204,204,SPOKED,SPOKED,1,1,80,80,275,718,30,330,1
2870,409.24,74,561.5290855,72.5,120,45,545.8,73.5,653.1403225,45,40,34,40,26.85,11.5,15,9,CARBON,30.3,50.8,53.9,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,179,201,221,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,2
2871,415,75,557.1452126,72.5,113.5,11.3,535.2,72,613.1921039,51.2,40.6,28.6,36.5,19.95,10.9,16.5,15,STEEL,26,15.2,31.5,330,365,13.4,13.2,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,70.6,32.1,692,28.8,FALSE,FALSE,FALSE,FALSE,1,6,1,FALSE,70,55,55,SPOKED,SPOKED,1,1,80,80,283,704,28.8,250,1
2872,415,75,557.1452126,72.5,113.5,11.3,535.2,72,613.1921039,51.2,40.6,28.6,36.5,19.95,10.9,16.5,15,STEEL,26,15.2,31.5,330,365,13.4,13.2,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,0,1,70.6,32.1,692,28.8,FALSE,FALSE,FALSE,FALSE,1,6,1,FALSE,70,55,55,SPOKED,SPOKED,1,1,80,80,275,704,28.8,250,1
2873,420.24,70,573.4145537,72,137.7,45,515,73,646.7815854,45,40,30.55,40.725,25.85,12,15,9,STEEL,21.6,35,46.8,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,50,692,31.8,FALSE,FALSE,FALSE,FALSE,1,10,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,2
2874,381,24,471.8141469,69,86.4,45,331.4,71,603.5634003,45,40,28.6,36.5,23.35,13,15,9,STEEL,24.7,52.4,47.4,330,350,16,18,TRUE,TRUE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,80,670,80,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,250,415,34.9,150,1
2877,380,33,487.7793263,76.5,96,20,575,76.5,611.5416399,25,40,25.4,36.5,18.1,13,15,9,STEEL,28,15,29.9,330,350,16,18,TRUE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,2,FALSE,1,1,68,31.8,692,28.6,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,255,255,255,TRISPOKE,SPOKED,3,1,40,80,270,720,28.6,300,1
2878,397.01,75,579.0279579,73,98.3,35,540.7,73.99654534,669.4894379,45,35,28.6,36.5,23.35,13,15,9,STEEL,34.9,20.7,34.1,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,684,62,684,62,0,0,FALSE,2,1,68,40,692,30,FALSE,FALSE,FALSE,FALSE,1,0,0,FALSE,255,255,204,SPOKED,SPOKED,1,1,80,80,270,718,28,300,1
2879,395,60,539.4509257,73,122.6,90,513,74,629.6732214,45,40,28.6,36.5,34.5,13,15,9,CARBON,23.9,13,37.2,330,350,16,18,TRUE,TRUE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,3,68,55,690,31.8,TRUE,TRUE,FALSE,FALSE,1,10,1,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,275,718,34.9,330,0
