,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,batch
1975,0,0,Steel,0.37,-0.001,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0511,0.044,0.0264,72.0,0.11,0.26,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001587,0.000531,0.009862,0.001256,0.00083489,0.00075585,0.002538,0.614475,1_11
2913,1,1,Steel,0.465,0.075,0.5656,0.025,72.99997971982306,0.042,0.0286,0.0324,0.0365,0.0185,0.0117,0.0286,0.015,0.0332,0.0126,0.0263,72.0,0.1569,0.6026,0.068,0.13,0.011,0.018,0.33,0.385,0.009,0.002256,0.001242,0.001871,0.005719,0.00497,0.001489,0.00803,0.675163,1_16
5200,0,0,Steel,0.4231,0.04764,0.5656,0.06174,71.92993,0.0369,0.03886,0.03938,0.04079,0.02224,0.01517,0.029364,0.015,0.042299,0.050979,0.02711,73.0404,0.13487,0.54605,0.08784,0.1331,0.0112947552083332,0.0126413872420262,0.33,0.35,0.010364,0.002113,0.001983,0.001795,0.003906,0.005322,0.001238,0.003468,0.682279,Generated 5
9647,0,0,Steel,0.399201,0.040085,0.57869,0.05895,72.42220907921313,0.03859,0.03714,0.0564,0.0371,0.028935,0.017473,0.038643,0.01479,0.055617,0.099815,0.031743,70.31118,0.16676,0.455862,0.06667,0.126877,0.0112947552083332,0.0126413872420262,0.329849,0.363105,0.008566,0.001723,0.002285,0.002917,0.003105,0.002693,0.002374,0.01059,0.627593,Generated 29
11934,0,0,Aluminum,0.407426,-0.016611,0.56463,0.030652,71.19212598884677,0.03977,0.0308,0.0608,0.03433,0.030821,0.026117,0.037699,0.01568,0.050575,0.029845,0.021764,66.37854,0.1234,0.124818,0.06865,0.150317,0.0112947552083332,0.0126413872420262,0.32751,0.32169,0.008974,0.002666,0.002586,0.002659,0.01686,0.002029,0.003008,0.001734,0.607743,Generated 40
11266,1,1,Aluminum,0.345345,-0.023229,0.58174,0.177502,69.65430726671563,0.04594,0.03989,0.05409,0.04597,0.017656,0.016798,0.03461,0.01148,0.052657,0.106285,0.041934,71.53047,0.11383,0.470076,0.07517,0.141574,0.013763,0.015196,0.33,0.319071,0.007816,0.002841,0.003397,0.005929,0.006445,0.004326,0.00103,0.006959,0.539282,Generated 37
4709,0,0,Aluminum,0.41798,0.06482,0.5656,0.08842,72.72982,0.04,0.02882,0.045,0.03653,0.02335,0.013,0.0318,0.015,0.0449,0.033626,0.049195,73.39455,0.20385,0.55885,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.35,0.009,0.002189,0.004483,0.000708,0.001839,0.008784,0.004304,0.002884,0.652618,Generated 3
7481,0,0,Aluminum,0.427601,0.067676,0.60417,0.077115,74.0000202554444,0.04,0.03267,0.04021,0.03638,0.022374,0.015119,0.030313,0.01268,0.044728,0.040232,0.033529,73.0,0.17075,0.585325,0.068,0.13,0.0112947552083332,0.0126413872420262,0.34859,0.361914,0.008071,0.001807,0.003495,0.003872,0.00249,0.0007544,0.000901,0.001292,0.66994,Generated 17
7571,1,1,Titanium,0.398746,0.065653,0.54067,0.045,74.90672596623892,0.04,0.0307,0.05867,0.0365,0.026165,0.014913,0.0318,0.015,0.047129,0.039974,0.034227,72.40674,0.11547,0.545376,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004575,0.003872,0.001763,0.004056,0.00141,0.005313,0.002038,0.634215,Generated 17
6611,1,1,Steel,0.40825,-0.00022,0.51515,0.04813,73.18196,0.04,0.02896,0.04531,0.03558,0.023616,0.013553,0.03238,0.01478,0.052384,0.029334,0.032695,70.81026,0.09783,0.34621,0.06837,0.135051,-1.6e-05,5.8e-05,0.330014,0.350005,0.008596,0.001411,0.001351,0.00125,0.0027,0.001545,0.00149,0.001152,0.644798,Generated 12
11131,1,0,Steel,0.34705,-0.01328,0.63089,0.17571,69.19571,0.05073,0.02587,0.04057,0.04894,0.018633,0.021158,0.034384,0.01145,0.069617,0.014897,0.022997,71.2994,0.13064,0.54165,0.07438,0.133351,0.01373,0.0126413872420262,0.33,0.317828,0.011415,0.000791,0.001477,0.006931,0.005783,0.003938,0.005104,0.005378,0.568056,Generated 36
14462,1,1,Steel,0.428674,0.060086,0.56563,0.04191,71.67524400170107,0.0389,0.02931,0.03097,0.03766,0.022651,0.012973,0.030133,0.015,0.035511,0.02314,0.027559,71.36676,0.11072,0.494433,0.06796,0.12993,0.015909,0.017983,0.330055,0.350054,0.015891,0.004157,0.002117,0.001667,0.003082,0.00065107,0.003224,0.003401,0.627462,Generated 52
2850,1,1,Steel,0.425,0.07,0.5656,0.025,73.49999998763374,0.0348,0.0286,0.033,0.0365,0.0185,0.011,0.0286,0.015,0.0394,0.016,0.0279,74.0,0.1852,0.6188,0.07,0.13,0.011,0.018,0.33,0.357,0.009,0.002541,0.007579,0.00054,0.00065013,0.008202,0.001477,0.00052434,0.66851,2_4
2615,0,0,Aluminum,0.39624,0.018,0.5656,0.035,73.0,0.04,0.0302,0.044,0.045,0.0275,0.019,0.0318,0.015,0.0435,0.035,0.0305,70.0,0.114,0.31,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.000504,0.002286,0.0008,0.002474,0.001657,0.000665,0.00097849,0.653464,3_5
14783,0,0,Steel,0.421469,0.0231,0.56562,0.069202,74.1721367771017,0.03262,0.03915,0.04192,0.03566,0.022554,0.015264,0.029903,0.01506,0.034652,0.060032,0.024149,64.82092,0.1122,0.502523,0.09771,0.134959,0.0112947552083332,0.0126413872420262,0.330055,0.349936,0.010609,0.001274,0.004283,0.002699,0.001683,0.001581,0.002418,0.002573,0.696344,Generated 54
9905,1,0,Steel,0.450231,0.051127,0.57643,0.06072,71.04012028579857,0.03899,0.02968,0.0413,0.03062,0.021559,0.012445,0.031415,0.01422,0.04257,0.048292,0.026226,69.87115,0.11678,0.466495,0.06902,0.134324,0.015326,0.0126413872420262,0.331559,0.355225,0.010518,0.002591,0.004727,0.003373,0.002317,0.00609,0.005485,0.00082665,0.645705,Generated 31
3262,0,0,Aluminum,0.425,0.06,0.5656,0.06,75.0,0.04395,0.04028,0.0402,0.04518,0.026425,0.019,0.03495,0.005,0.0523,0.0574,0.0288,74.0,0.122,0.5274,0.07,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.0175,0.002148,0.002527,0.005732,0.00073191,0.00902,0.003558,0.00053755,0.677593,3_5
13599,0,0,Steel,0.402798,0.092295,0.61867,0.082974,73.17719556585702,0.03925,0.02709,0.04177,0.03606,0.021378,0.011892,0.031166,0.01535,0.044025,0.039343,0.040859,71.73243,0.20536,0.665015,0.06865,0.134724,0.0112947552083332,0.0126413872420262,0.329637,0.322348,0.008859,0.002469,0.004046,0.004268,0.002878,0.00141,0.002769,0.007573,0.692479,Generated 48
1138,0,0,Titanium,0.405,0.07,0.5656,0.066,78.00001051059121,0.088,0.0371,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0523,0.0509,0.0366,77.0,0.145,0.5169,0.068,0.12,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.000501,0.00417,0.001279,0.008366,0.00549,0.001684,0.006171,0.677453,3_1
12165,0,0,Aluminum,0.401128,0.089346,0.5812,0.058309,76.02364989206694,0.04456,0.03279,0.04318,0.04339,0.027056,0.015387,0.031466,0.01474,0.070946,0.0353,0.031008,73.51848,0.14274,0.496156,0.06829,0.126461,0.0112947552083332,0.0126413872420262,0.329705,0.331282,0.008799,0.001713,0.00274,0.00223,0.002962,0.006936,0.001906,0.003785,0.644763,Generated 41
6478,1,1,Steel,0.42357,0.07006,0.51433,0.04484,73.91004,0.04038,0.02968,0.04531,0.03623,0.023281,0.012093,0.030569,0.01489,0.04686,0.046703,0.028954,72.99008,0.14105,0.57101,0.06767,0.129947,0.015914,0.018084,0.33014,0.349479,0.008429,0.004266,0.003501,0.000539,0.002046,0.001238,0.000124,0.004181,0.651632,Generated 12
6697,1,1,Steel,0.43021,0.04706,0.55494,0.04622,72.94169,0.0397,0.02846,0.04608,0.03552,0.021091,0.013423,0.029405,0.01497,0.045435,0.046872,0.035006,69.61,0.11822,0.52958,0.06814,0.135043,-5.2e-05,4.3e-05,0.330011,0.349893,0.009554,0.002195,0.002169,0.000164,2.52e-05,0.0006271,0.000856,0.00276,0.65013,Generated 12
3281,1,1,Steel,0.43,0.0675,0.583,0.06,71.99999647998123,0.04,0.0303,0.05,0.0365,0.021,0.0145,0.0286,0.015,0.0529,0.0509,0.0282,73.5,0.145,0.555,0.068,0.142,0.016,0.018,0.33,0.35,0.009,0.001665,0.006654,0.001085,0.00098929,0.008889,0.001088,0.00082639,0.664273,2_6
3757,1,1,Steel,0.42951,0.0325,0.508,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.045,0.0473,0.031,74.5,0.1349,0.525,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.007879,0.00201,0.009669,0.00057286,0.00087044,0.008232,0.001166,0.623185,2_8
9357,0,0,Titanium,0.413022,0.03183,0.5483,0.038409,69.81542299870644,0.03529,0.02427,0.03292,0.03145,0.02255,0.012607,0.026944,0.01489,0.039305,0.033756,0.023468,72.66822,0.1281,0.435576,0.06324,0.139756,0.0112947552083332,0.0126413872420262,0.331651,0.322295,0.007887,0.001589,0.002799,0.006567,0.00050147,0.002869,0.008103,0.002202,0.607109,Generated 28
10252,0,0,Aluminum,0.410923,0.066446,0.53532,0.045,73.49232235317898,0.04,0.02879,0.045,0.0365,0.02335,0.013,0.033221,0.015,0.047779,0.044686,0.031746,73.0,0.11943,0.562112,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.324617,0.009,0.003437,0.005746,0.001082,0.002979,0.001633,0.006862,0.00098564,0.636157,Generated 33
2716,1,1,Steel,0.39,0.06,0.5656,0.045,74.49998322747555,0.04,0.0286,0.036,0.0365,0.02335,0.013,0.029,0.015,0.0333,0.0407,0.0243,74.0,0.1084,0.54,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001535,0.006874,0.00357,0.0007408,0.00097243,0.005233,0.00084875,0.630349,2_4
11419,0,1,Steel,0.346039,0.074537,0.63006,0.101179,69.06078028673961,0.04808,0.03426,0.03712,0.04852,0.032887,0.020334,0.036636,0.01425,0.065719,0.120965,0.048,76.33339,0.11641,0.250166,0.0716,0.141644,0.0112947552083332,0.01573,0.33,0.340584,0.009201,0.000632,0.003735,0.001677,0.00836,0.00090984,0.000788,0.008792,0.571905,Generated 38
13366,0,0,Steel,0.408799,0.046903,0.56359,0.043583,72.68519670717819,0.04006,0.02916,0.04568,0.03714,0.023527,0.013807,0.031615,0.01484,0.053341,0.041373,0.037583,70.9601,0.12901,0.467611,0.06859,0.130551,0.0112947552083332,0.0126413872420262,0.330193,0.324598,0.008828,0.002573,0.003059,0.005411,0.002764,0.002857,0.005316,0.003197,0.644909,Generated 47
2851,1,1,Steel,0.425,0.07,0.5656,0.025,73.49999998763374,0.0348,0.0286,0.033,0.0365,0.0185,0.011,0.0286,0.015,0.0394,0.016,0.0279,74.0,0.1852,0.6188,0.07,0.13,0.011,0.018,0.33,0.357,0.009,0.005478,0.003047,0.000503,0.002714,0.00079091,0.000959,0.00094267,0.66851,2_4
5157,1,1,Steel,0.41655,0.05517,0.5656,0.03552,72.99998,0.04021,0.0286,0.04056,0.0365,0.021817,0.012052,0.030697,0.01552,0.044281,0.03723,0.031876,73.34455,0.14741,0.55446,0.068,0.133277,0.015104,0.016346,0.33,0.355168,0.011067,0.004857,0.000702,0.004311,0.004082,0.001796,0.007075,0.002588,0.647308,Generated 4
13715,0,0,Steel,0.391793,0.050471,0.56527,0.111156,75.89966182520065,0.04021,0.02839,0.04147,0.03724,0.022646,0.012568,0.031107,0.01466,0.044591,0.043368,0.031821,72.71648,0.12977,0.503194,0.06767,0.12717,0.0112947552083332,0.0126413872420262,0.331277,0.318105,0.00874,0.002772,0.002372,0.003477,0.002798,0.002605,0.003565,0.002558,0.637877,Generated 48
9306,0,0,Titanium,0.413132,0.032047,0.54834,0.038288,69.77972772806977,0.03521,0.02422,0.03291,0.03158,0.022629,0.012649,0.027011,0.01497,0.039358,0.033894,0.023184,72.46903,0.12776,0.431097,0.06327,0.140134,0.0112947552083332,0.0126413872420262,0.331673,0.321918,0.007909,0.001576,0.002844,0.006608,0.00050134,0.002857,0.008472,0.002231,0.60676,Generated 27
9585,0,0,Steel,0.358623,0.01005,0.55749,0.089415,71.57709633139517,0.04019,0.03032,0.04587,0.03485,0.022618,0.015119,0.033694,0.01475,0.033725,0.135491,0.026947,69.88937,0.13176,0.370151,0.06743,0.121607,0.0112947552083332,0.0126413872420262,0.329279,0.32793,0.009017,0.001555,0.001979,0.003063,0.002052,0.002195,0.00075,0.01021,0.577529,Generated 29
6607,1,1,Steel,0.40369,0.04433,0.54607,0.03482,74.26839,0.03899,0.02693,0.03098,0.03466,0.020473,0.012833,0.029008,0.01495,0.030943,0.016876,0.032345,72.50421,0.12793,0.57461,0.06764,0.119413,-0.000112,0.00011,0.329793,0.299497,0.010226,0.002759,0.004049,0.001405,0.002022,0.002198,0.001304,0.003391,0.597494,Generated 12
5560,1,1,Titanium,0.425567,0.065787,0.57613,0.047844,73.02730980665079,0.03389,0.02848,0.04451,0.04375,0.023944,0.01589,0.031164,0.015,0.053946,0.049595,0.035246,71.53726,0.17601,0.543356,0.06993,0.133114,0.002888,0.002379,0.330264,0.346385,0.008923,0.001978,0.002114,0.00581,0.005447,0.00211,0.002489,0.003602,0.653502,Generated 6
3437,0,0,Aluminum,0.405,0.07,0.5656,0.1,73.0,0.042,0.035,0.045,0.04275,0.022,0.0165,0.0318,0.015,0.0577,0.06,0.0375,73.5,0.16,0.55,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.005269,0.002463,0.006816,0.001569,0.004097,0.000994,0.002884,0.651463,3_5
7483,1,1,Titanium,0.422015,0.066447,0.55097,0.050735,73.78115037770442,0.04,0.03199,0.04013,0.04151,0.025514,0.014279,0.031685,0.015,0.045635,0.043733,0.02689,72.14147,0.12574,0.485881,0.068,0.122132,0.015968,0.017949,0.33,0.339338,0.009,0.003081,0.004514,0.002416,0.00081392,0.007496,0.002365,0.004694,0.668078,Generated 17
13744,0,0,Titanium,0.403558,0.040071,0.56262,0.055509,72.47297313986172,0.0393,0.02869,0.04839,0.03598,0.023282,0.015024,0.031451,0.01606,0.043609,0.025828,0.029227,69.86716,0.13706,0.451357,0.07255,0.144225,0.0112947552083332,0.0126413872420262,0.328934,0.327086,0.008882,0.001076,0.008819,0.003712,0.002008,0.003068,0.001318,0.002693,0.642255,Generated 48
14342,0,0,Steel,0.427328,0.043474,0.56302,0.021315,72.45177370144188,0.03873,0.02844,0.04148,0.03616,0.020701,0.013547,0.029421,0.01468,0.047555,0.040058,0.030243,70.82553,0.13425,0.441954,0.06742,0.127779,0.0112947552083332,0.0126413872420262,0.330243,0.339897,0.008949,0.001515,0.010862,0.002625,0.002465,0.005585,0.003854,0.00096003,0.646613,Generated 51
4552,1,1,Titanium,0.3958,0.06069,0.56804,0.14455,73.94263,0.04,0.0286,0.04971,0.02796,0.025848,0.011586,0.034722,0.015,0.04826,0.015674,0.028667,73.0,0.12302,0.49797,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003503,0.003739,0.002966,0.009337,0.00071588,0.001355,0.00093588,0.625948,Generated 2
2420,1,1,Steel,0.4,0.07,0.5656,0.045,75.00000349528622,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0486,0.0478,0.0324,72.5,0.12,0.5478,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001464,0.003415,0.000976,0.00202,0.001668,0.007861,0.008095,0.658667,2_2
3445,0,0,Aluminum,0.4,0.057,0.5249,0.045,75.0,0.04,0.036,0.05,0.04578,0.02335,0.013,0.0318,0.015,0.0638,0.0432,0.0341,73.0,0.11,0.48,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001739,0.005347,0.001909,0.004434,0.006153,0.007596,0.003991,0.64196,3_5
161,0,0,Steel,0.29,-0.01,0.5656,0.029,74.6,0.04,0.0286,0.042,0.0365,0.01985,0.015,0.0318,0.015,0.0308,0.0268,0.0235,72.5,0.1003,0.2068,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.0112,0.000557,0.000566,0.000571,0.008024,0.001735,0.008178,0.004746,0.531594,1_1
14710,0,1,Aluminum,0.404961,0.045374,0.56564,0.047341,73.32937315624376,0.04011,0.02777,0.04551,0.03751,0.024009,0.014978,0.032374,0.01504,0.044469,0.050837,0.029254,72.169,0.11525,0.391288,0.06805,0.13504,0.0112947552083332,0.01786,0.329915,0.349956,0.008859,0.003903,0.00359,0.003774,0.00061407,0.002333,0.000219,0.004382,0.727737,Generated 54
12467,0,1,Steel,0.430407,0.047358,0.57258,0.080333,71.93823162966613,0.03894,0.02821,0.04153,0.03639,0.023293,0.013842,0.03116,0.01481,0.045606,0.043401,0.06503,71.19103,0.20501,0.562713,0.06624,0.131893,0.0112947552083332,0.01828,0.330499,0.361076,0.010721,0.002392,0.001162,0.005659,0.002758,0.01452,0.008403,0.002843,0.704486,Generated 42
13932,0,0,Aluminum,0.394478,-0.014729,0.56339,0.03226,72.21600156874555,0.03821,0.03491,0.04906,0.03747,0.03097,0.014751,0.030809,0.01477,0.045039,0.06843,0.026407,68.93047,0.09488,0.214491,0.06816,0.126369,0.0112947552083332,0.0126413872420262,0.328159,0.291922,0.009069,0.011264,0.006992,0.002521,0.009622,0.001585,0.000748,0.00185,0.56803,Generated 49
4623,1,1,Steel,0.41246,0.06435,0.55825,0.07908,74.14218,0.04,0.0286,0.045,0.03558,0.02335,0.013,0.032439,0.015,0.048508,0.073166,0.029592,68.5916,0.13148,0.48361,0.068,0.13213,0.009183,0.010331,0.33,0.328698,0.009,0.002456,0.004653,0.002021,0.001246,0.002686,0.001526,0.00707,0.666281,Generated 2
6141,1,1,Steel,0.412939,0.049912,0.55952,0.042949,72.93810027794892,0.0387,0.02931,0.04133,0.04053,0.021707,0.011966,0.030227,0.01495,0.043613,0.030814,0.030199,74.8154,0.14062,0.551348,0.06781,0.127343,0.006012,0.003505,0.33058,0.311927,0.009809,0.00298,0.002435,0.003589,0.002551,0.002357,0.002674,0.002955,0.640704,Generated 10
7867,0,0,Steel,0.472165,0.06407,0.54377,0.064689,72.88017424486121,0.03797,0.02742,0.03322,0.0344,0.021511,0.012846,0.028831,0.01462,0.036269,0.015367,0.071378,71.46858,0.15792,0.733375,0.06752,0.127732,0.0112947552083332,0.0126413872420262,0.327871,0.383567,0.008713,0.002392,0.000258,0.013166,0.002139,0.001786,0.002492,0.007856,0.646202,Generated 19
8122,0,0,Titanium,0.373078,0.025368,0.556,0.035331,74.26885205291977,0.04416,0.02641,0.04268,0.03489,0.02234,0.01403,0.030973,0.01455,0.040477,0.042756,0.034412,71.72671,0.11925,0.399419,0.06769,0.128571,0.0112947552083332,0.0126413872420262,0.333463,0.33029,0.00867,0.001914,0.002342,0.007318,0.00209,0.001281,0.002554,0.004149,0.593276,Generated 20
6623,1,1,Titanium,0.42333,0.07314,0.52079,0.04364,72.78005,0.03965,0.02806,0.04483,0.03645,0.021811,0.011121,0.035359,0.01488,0.053583,0.047458,0.03184,71.87011,0.12294,0.5803,0.06852,0.129852,0.015871,0.018044,0.329922,0.350216,0.009472,0.001846,0.001441,0.001207,0.002584,0.002568,0.000431,0.0006318,0.658955,Generated 12
13718,0,0,Steel,0.396202,0.073356,0.57318,0.056711,74.8706869209252,0.0397,0.02707,0.04243,0.03519,0.021607,0.012677,0.031176,0.01543,0.044215,0.033386,0.036484,72.16036,0.15422,0.595455,0.06816,0.13353,0.0112947552083332,0.0126413872420262,0.330292,0.332742,0.008869,0.002378,0.006306,0.004517,0.002908,0.002341,0.002652,0.004743,0.64414,Generated 48
9634,0,0,Steel,0.411424,0.043275,0.56378,0.054268,72.89604517578633,0.04029,0.03778,0.04908,0.04476,0.023483,0.013651,0.031696,0.01483,0.062316,0.060351,0.034843,71.34477,0.13435,0.477259,0.06827,0.129431,0.0112947552083332,0.0126413872420262,0.329663,0.332414,0.008721,0.002992,0.002828,0.002715,0.0031,0.002876,0.003509,0.005617,0.645561,Generated 29
11328,1,0,Aluminum,0.368792,-0.023276,0.62621,0.106714,74.71673316137354,0.04403,0.02782,0.03716,0.0457,0.032701,0.017779,0.027715,0.01144,0.060619,0.044582,0.022748,66.44233,0.11613,0.619873,0.06937,0.128053,0.013533,0.0126413872420262,0.33,0.303802,0.009811,0.003127,0.002394,0.006293,0.006837,0.00092062,0.00099,0.007342,0.569912,Generated 37
10874,0,0,Steel,0.422218,0.054839,0.5656,0.030081,72.99997971982306,0.03942,0.02621,0.03314,0.0365,0.022499,0.01427,0.028956,0.015,0.038016,0.022168,0.028316,71.76208,0.12711,0.534297,0.06927,0.135,0.0112947552083332,0.0126413872420262,0.33,0.312701,0.009254,0.003306,0.000961,0.001675,0.002361,0.002408,0.002414,0.001092,0.640562,Generated 35
3602,0,1,Aluminum,0.425,0.04,0.6151,0.065,73.00244,0.04,0.0349,0.0413,0.04795,0.02,0.016,0.03,0.015,0.085,0.07,0.03,70.0,0.12,0.503,0.068,0.135,0.0158489361702121,0.018,0.33,0.35,0.0123,0.008889,0.001001,0.005166,0.003631,0.00173,0.009949,0.001291,0.66978,3_5
10355,0,0,Aluminum,0.394882,0.058801,0.5656,0.045,75.4598021258787,0.04,0.0253,0.04592,0.0365,0.02335,0.013,0.0318,0.015,0.044365,0.034571,0.034282,75.45979,0.12611,0.543538,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.35,0.009,0.002509,0.008291,0.001565,0.0007217,0.003246,0.002552,0.003437,0.639585,Generated 33
96,0,0,Titanium,0.407,0.0675,0.5656,0.045,73.0,0.04,0.03475,0.045,0.0365,0.02335,0.0175,0.056,0.015,0.0217,0.0433,0.0227,73.5,0.1324,0.5903,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000994,0.002689,0.002785,0.00304,0.001734,0.001048,0.002018,0.654093,1_1
3364,1,1,Titanium,0.39043,0.07,0.56,0.19,75.00000349528622,0.04,0.0286,0.059,0.0365,0.02335,0.014,0.0318,0.015,0.045,0.0476,0.033,75.0,0.1592,0.6,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003133,0.006811,0.006892,0.003936,0.003101,0.006912,0.008384,0.626412,2_6
2172,1,0,Aluminum,0.4,0.078,0.5656,0.15,77.01314800425789,0.04,0.035,0.044,0.045,0.02335,0.0215,0.035,0.015,0.0498,0.03,0.0435,74.0,0.1286,0.605,0.068,0.12,0.016,0.0177589703095392,0.33,0.35,0.009,0.004923,0.000855,0.003616,0.003568,0.002981,0.000998,0.002148,0.69694,3_4
2368,1,1,Steel,0.44,0.0665,0.5656,0.03,74.0000202554444,0.04,0.0273,0.036,0.031,0.01775,0.0105,0.0286,0.013,0.0444,0.0248,0.0352,73.5,0.1961,0.63,0.073,0.13,0.014,0.018,0.33,0.3,0.006,0.000547,0.004453,0.000888,0.00060031,0.006514,0.001326,0.007238,0.697377,2_2
14423,0,0,Steel,0.394833,0.045143,0.56168,0.024469,72.9585548712351,0.03912,0.02857,0.04711,0.03498,0.020454,0.013033,0.029937,0.01539,0.050139,0.040567,0.032571,72.8518,0.12115,0.461864,0.06724,0.127982,0.0112947552083332,0.0126413872420262,0.329384,0.29923,0.00941,0.001985,0.003628,0.001988,0.001681,0.01011,0.002219,0.001088,0.6442,Generated 51
5326,0,0,Steel,0.44376,0.07882,0.5656,0.045,72.1243,0.04,0.02633,0.03412,0.0365,0.02335,0.013,0.029534,0.015,0.033741,0.026437,0.025368,70.97838,0.16775,0.53482,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.3,0.009,0.00145,0.00343,0.004378,0.002633,0.001751,0.00619,0.001648,0.646314,Generated 5
9611,1,1,Steel,0.39682,0.080033,0.55798,0.056807,73.06168727435865,0.0386,0.02865,0.05601,0.03647,0.022965,0.013117,0.034056,0.01458,0.041045,0.039844,0.029756,71.46748,0.19725,0.505414,0.06766,0.125306,0.015881,0.0185,0.331266,0.422985,0.008619,0.001517,0.002495,0.00644,0.001339,0.002848,0.002969,0.01034,0.63338,Generated 29
13788,1,1,Titanium,0.405638,0.049506,0.56006,0.16564,78.01083941291918,0.04018,0.03219,0.05353,0.04338,0.026455,0.013958,0.035691,0.01466,0.062126,0.04073,0.044146,71.91499,0.13428,0.526194,0.06759,0.134262,0.015782,0.017711,0.332131,0.335383,0.008852,0.003323,0.00293,0.00295,0.002872,0.005755,0.002721,0.002032,0.641385,Generated 48
5759,1,1,Aluminum,0.47115,0.04615,0.57294,0.0533,72.02367,0.03878,0.03261,0.04627,0.04557,0.023216,0.017063,0.031552,0.01478,0.043736,0.043482,0.025994,67.89498,0.11283,0.39963,0.07023,0.141744,0.001793,0.004736,0.330956,0.342492,0.011562,0.002556,0.002077,0.003032,0.008811,0.002801,0.002793,0.002458,0.664466,Generated 8
9194,0,0,Titanium,0.413313,0.034731,0.54907,0.040095,69.90904430243081,0.0352,0.02435,0.03335,0.03234,0.022776,0.012746,0.02738,0.01518,0.039955,0.034185,0.023083,72.38077,0.12828,0.428994,0.06356,0.13983,0.0112947552083332,0.0126413872420262,0.331364,0.321701,0.008037,0.00165,0.002976,0.006909,0.00062703,0.002873,0.009557,0.002316,0.607902,Generated 27
10979,1,1,Titanium,0.33658,0.04293,0.62186,0.08312,67.80493,0.04232,0.03409,0.04471,0.04948,0.034674,0.013567,0.038759,0.01192,0.069407,0.1212,0.029045,74.287,0.11708,0.25255,0.07666,0.137252,0.01568,0.01775,0.33,0.354805,0.010688,0.000639,0.00364,0.00091,0.008492,0.006489,0.00862,0.004998,0.629673,Generated 36
2310,1,1,Steel,0.39,0.0,0.5402,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.047,0.0516,0.0258,71.0,0.1319,0.4,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.005359,0.003142,0.000653,0.0007863,0.00719,0.009466,0.002787,0.637387,2_2
7511,0,0,Titanium,0.392191,0.056494,0.5656,0.048487,74.25091847393217,0.04,0.02874,0.045,0.0365,0.02805,0.014701,0.034591,0.015,0.041185,0.0351,0.02987,74.0,0.15404,0.56964,0.068,0.120996,0.0112947552083332,0.0126413872420262,0.33,0.35,0.007299,0.007758,0.002754,0.005891,0.004001,0.006336,0.003762,0.001973,0.633964,Generated 17
2537,1,1,Steel,0.415,0.075,0.5656,0.0113,72.0,0.0406,0.0286,0.0321,0.0365,0.01995,0.0109,0.0286,0.0165,0.0314,0.0153,0.026,72.5,0.1135,0.5353,0.0706,0.13,0.0134,0.0132,0.33,0.365,0.015,0.002291,0.001629,0.004253,0.003491,0.008071,0.000687,0.002815,0.619468,2_3
12651,0,0,Steel,0.379815,-0.010771,0.56391,0.055535,71.79023663118384,0.03896,0.02894,0.04711,0.03588,0.023129,0.015565,0.030976,0.01465,0.041815,0.045659,0.032431,71.36832,0.12845,0.326724,0.06677,0.128687,0.0112947552083332,0.0126413872420262,0.328773,0.310833,0.008848,0.001991,0.002322,0.008563,0.001835,0.007678,0.003063,0.003017,0.598898,Generated 43
