,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,Material,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
9549,0.0,0.0,0.396006,0.069431,0.56623,0.089779,72.07316319041944,0.04107,0.02716,0.043,0.0286,0.022622,0.018405,0.03225,0.01541,0.048715,0.012461,0.03883,65.14438,0.12522,0.545036,0.06818,0.136734,0.0112947552083332,0.0126413872420262,Steel,0.330799,0.298802,0.010075,0.004366,0.002534,0.004492,0.002645,0.007391,0.004131,0.00283,0.672063
12221,0.0,0.0,0.392042,0.093511,0.56337,0.06095,77.04248344336858,0.04001,0.03758,0.04663,0.05142,0.024953,0.013924,0.03799,0.01479,0.063908,0.045011,0.037376,81.36738,0.13505,0.612326,0.06708,0.128504,0.0112947552083332,0.0126413872420262,Titanium,0.329213,0.328846,0.008878,0.002875,0.002695,0.002327,0.002746,0.002269,0.002822,0.001396,0.709486
1449,0.0,0.0,0.41714,0.07,0.5656,0.09,74.0,0.04,0.0327,0.045,0.0365,0.02,0.0165,0.038,0.015,0.0499,0.09,0.0382,73.0,0.145,0.47,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.0026418345595081,0.0019261389334058,0.0024057385629052,0.0007868704852188,0.0056195842972599,0.0040024128673577,0.0005539094863536,0.6536386402787728
14201,1.0,0.0,0.396217,0.043292,0.56084,0.056342,73.34581704496402,0.03993,0.02828,0.04654,0.03551,0.022841,0.013757,0.031314,0.01596,0.043705,0.029961,0.030131,70.93616,0.13318,0.469158,0.06892,0.138966,0.015813,0.0126413872420262,Titanium,0.329895,0.345709,0.008922,0.00178,0.008282,0.004294,0.00241,0.002796,0.002005,0.002636,0.638267
2182,1.0,0.0,0.385,0.04,0.5656,0.275,75.0,0.04,0.0286,0.045,0.0365,0.035,0.013,0.0318,0.015,0.0487999999999999,0.0304,0.0368,76.0,0.0985,0.6204,0.068,0.12,0.016,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0070239699444057,0.0016531111154093,0.0065000008175645,0.0010246351008079,0.0052500592245054,0.0024971680969777,0.0020347458928488,0.6183799783633264
13654,0.0,0.0,0.389075,0.04231,0.54991,0.053723,72.95746625142434,0.03888,0.04767,0.05655,0.03571,0.046992,0.027502,0.037574,0.01454,0.042903,0.046083,0.030346,71.59796,0.12654,0.425935,0.06764,0.127807,0.0112947552083332,0.0126413872420262,Steel,0.330094,0.372809,0.008617,0.001237,0.000568,0.002539,0.01316,0.002487,0.000566,0.001236,0.613889
9532,1.0,1.0,0.282739,0.018216,0.51045,0.069105,74.09931384134057,0.03972,0.02992,0.05062,0.03659,0.033702,0.013843,0.028538,0.01505,0.039839,0.023961,0.029164,66.93211,0.10703,0.2834,0.06765,0.120029,0.015712,0.017596,Aluminum,0.330583,0.349892,0.016807,0.006066,0.000752,0.002461,0.002366,0.001264,0.001686,0.001724,0.627837
2134,1.0,1.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0596,0.0556,0.0209,73.0,0.145,0.4656,0.068,0.135,0.016,0.018,Aluminum,0.33,0.35,0.009,0.0094247887291412,0.0043218877708742,0.0006510824335487,0.0074145975100313,0.0022116708198643,0.0025901772925386,0.0086962467333854,0.6593520535373872
15016,1.0,1.0,0.399524,0.069449,0.56564,0.043429,73.5064744107187,0.03994,0.02905,0.04642,0.0372,0.023424,0.014272,0.031921,0.01502,0.049768,0.050948,0.028199,73.04316,0.14587,0.552372,0.068,0.129972,0.015978,0.017879,Titanium,0.329997,0.349935,0.009201,0.002462,0.000422,0.002123,0.001633,0.002612,0.001294,0.00085079,0.660631
11092,1.0,0.0,0.400431,0.054253,0.56751,0.02046,73.95401174449539,0.04,0.02707,0.03216,0.03649,0.022675,0.013461,0.028991,0.01489,0.029973,0.013107,0.024546,74.34481,0.1693,0.578334,0.068,0.120345,0.01654,0.0126413872420262,Steel,0.358276,0.350506,0.008885,0.000672,0.001251,0.001479,0.001474,0.001497,0.000766,0.00097165,0.634466
5104,1.0,0.0,0.40346,0.06788,0.5656,0.045,73.43261,0.04,0.0286,0.045,0.0365,0.02335,0.013039,0.0318,0.015,0.048421,0.047303,0.03593,73.53851,0.17297,0.57186,0.068,0.13,0.000308,0.0126413872420262,Aluminum,0.33,0.300963,0.009042,0.001718,0.00708,0.004099,0.005538,0.009777,0.003868,0.005691,0.656475
13490,0.0,0.0,0.542427,0.016904,0.59008,0.052342,72.40330147197382,0.03964,0.0386,0.04203,0.05672,0.039977,0.02455,0.033187,0.01457,0.0633,0.095749,0.026846,68.65902,0.12201,0.34507,0.06795,0.13008,0.0112947552083332,0.0126413872420262,Steel,0.32871,0.248778,0.009336,0.00251,0.000859,0.000353,0.001786,0.001439,0.01648,0.00038645,0.638183
8183,0.0,0.0,0.39812,0.046826,0.55823,0.050842,72.85026584795537,0.04384,0.02958,0.0426,0.0369,0.020535,0.015337,0.031281,0.01467,0.045673,0.041177,0.031682,74.48862,0.23358,0.566304,0.06791,0.128452,0.0112947552083332,0.0126413872420262,Steel,0.32921,0.330247,0.008847,0.00278,0.000527,0.001721,0.001985,0.01193,0.002456,0.002089,0.653606
8003,0.0,0.0,0.391008,0.062005,0.5656,0.074982,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.0134,0.059531,0.015,0.043944,0.037607,0.032401,74.20048,0.11902,0.541184,0.068,0.126002,0.0112947552083332,0.0126413872420262,Steel,0.33,0.330012,0.009,0.002093,0.003369,0.001018,0.002993,0.005124,0.002667,0.001126,0.639057
13430,0.0,0.0,0.407975,0.045781,0.56023,0.023956,72.39092558359899,0.03813,0.02602,0.05261,0.03548,0.023086,0.01406,0.030802,0.01685,0.044156,0.037326,0.027463,73.69434,0.11307,0.46161,0.06312,0.129042,0.0112947552083332,0.0126413872420262,Steel,0.328147,0.267098,0.00866,0.001341,0.001137,0.001557,0.00073922,0.00154,0.008743,0.009155,0.642849
10869,1.0,1.0,0.406595,0.067872,0.59002,0.045,73.51249046756757,0.04,0.03192,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.067883,0.046471,0.029821,73.35125,0.18145,0.552206,0.068,0.13,0.016,0.018,Titanium,0.33,0.35,0.009,0.003692,0.001027,0.001147,0.001308,0.00094036,0.001711,0.005272,0.680613
11916,1.0,1.0,0.433734,-0.024486,0.55685,0.08142,76.29746642235997,0.03622,0.02602,0.04021,0.03447,0.020473,0.015685,0.02967,0.01391,0.068472,0.095711,0.040381,64.52447,0.2004,0.63907,0.07122,0.128319,0.015664,0.017765,Titanium,0.33,0.361075,0.007332,0.006541,0.004434,0.007008,0.007728,0.006286,0.008557,0.002346,0.605514
8233,1.0,1.0,0.400045,0.050907,0.55834,0.120546,71.79275764548241,0.05119,0.0294,0.05597,0.03622,0.023783,0.023629,0.037439,0.01479,0.044689,0.041931,0.029752,75.34178,0.12882,0.483194,0.06723,0.134779,0.01565,0.017723,Steel,0.329173,0.391369,0.008828,0.001571,0.002058,0.000752,0.01148,0.007222,0.006001,0.002527,0.702605
10879,0.0,0.0,0.413967,0.063967,0.55743,0.064753,73.49999998763374,0.04,0.02667,0.03676,0.0365,0.02335,0.012405,0.028841,0.015,0.039522,0.033957,0.028514,73.20658,0.17002,0.580841,0.06921,0.131984,0.0112947552083332,0.0126413872420262,Steel,0.33,0.319835,0.009,0.002376,0.002482,0.002633,0.002222,0.001267,0.001507,0.00062849,0.661324
4020,1.0,1.0,0.435,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0472,0.033,72.0,0.1525999999999999,0.6122000000000001,0.068,0.145,0.016,0.018,Steel,0.33,0.35,0.009,0.0017798487912192,0.0009242358205128,0.0079597257736742,0.0007664228101898,0.0095987013743332,0.0024127869037039,0.002943848730566,0.6727223840711367
12232,0.0,0.0,0.387355,0.096236,0.56277,0.058345,78.52764734412719,0.03994,0.04029,0.04452,0.05207,0.023542,0.013672,0.041653,0.01466,0.062933,0.044423,0.040457,87.16415,0.13366,0.703748,0.06612,0.12845,0.0112947552083332,0.0126413872420262,Titanium,0.328877,0.352064,0.008725,0.002556,0.002401,0.002075,0.00538,0.001547,0.002517,0.0005222,0.747146
13262,0.0,0.0,0.410336,0.039062,0.56267,0.036021,72.47102508335828,0.03882,0.02789,0.04884,0.03755,0.026223,0.017316,0.031014,0.01561,0.051249,0.040948,0.029903,72.90847,0.12714,0.464532,0.06488,0.129365,0.0112947552083332,0.0126413872420262,Steel,0.329284,0.27338,0.008801,0.001758,0.002619,0.001937,0.001327,0.001732,0.008071,0.007311,0.644995
821,0.0,0.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.027,0.0318,0.0365,0.02335,0.013,0.0286,0.015,0.0368999999999999,0.0198,0.027,72.5,0.1704,0.5898,0.068,0.13,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0009914611173906,0.0009914611173906,0.0048690907852449,0.0017386766076939,0.0035087119529898,0.0014084458015919,0.0033093063622688,0.640411344969033
2091,0.0,0.0,0.43,0.0624999999999989,0.5656,0.038,74.99999999999999,0.04,0.0267,0.032,0.0365,0.02,0.013,0.028,0.015,0.0348,0.0208,0.0299,72.0,0.1,0.5207999999999999,0.068,0.125,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.015,0.0008131989291389,0.0008312388375701,0.0023278494381533,0.0011284880222405,0.0079306710120525,0.0029159914379797,0.0006713927043147,0.6418670086228944
13280,0.0,0.0,0.345978,-0.02515,0.56472,0.011636,70.95377554607235,0.03833,0.02885,0.04218,0.03606,0.026832,0.020391,0.030655,0.0149,0.038167,0.037471,0.025651,70.02531,0.10711,0.265261,0.06897,0.137197,0.0112947552083332,0.0126413872420262,Aluminum,0.329985,0.328628,0.008688,0.001384,0.007744,0.003386,0.001984,0.002171,0.005391,0.001453,0.551443
14742,0.0,0.0,0.412777,0.030977,0.58289,0.049606,71.69781853882924,0.04001,0.02839,0.04893,0.03583,0.022467,0.013513,0.031178,0.0147,0.056406,0.046028,0.023757,68.92501,0.11675,0.392132,0.06751,0.128869,0.0112947552083332,0.0126413872420262,Steel,0.330144,0.353405,0.008673,0.002118,0.002402,0.003042,0.002945,0.00232,0.002288,0.001408,0.63783
8436,0.0,0.0,0.390759,0.036588,0.56504,0.041654,73.53838815990748,0.03989,0.02941,0.04475,0.03686,0.021449,0.011945,0.03849,0.01469,0.059088,0.029856,0.064028,71.29527,0.14502,0.579266,0.06721,0.128104,0.0112947552083332,0.0126413872420262,Steel,0.329708,0.295291,0.008741,0.001699,0.001612,0.003243,0.002995,0.002937,0.012917,0.001088,0.617159
11328,0.0,0.0,0.429984,0.026472,0.5656,0.145106,76.25397892570955,0.04,0.027,0.0479,0.0365,0.030733,0.011261,0.030899,0.015,0.118825,0.032731,0.111283,71.15196,0.15155,0.429984,0.068,0.132497,0.0112947552083332,0.0126413872420262,Steel,0.33,0.324974,0.009,0.000841,0.004977,0.001551,0.001369,0.001514,0.005532,0.003511,0.63422
5456,1.0,1.0,0.39282,0.05104,0.56005,0.045,73.67911,0.04,0.02854,0.037,0.0365,0.02335,0.013,0.030525,0.015,0.048535,0.034469,0.033282,73.5,0.17168,0.59951,0.068,0.125373,0.005732,0.006448,Steel,0.33,0.35,0.007716,0.00167,0.00415,0.006,0.002316,0.002341,0.003603,0.001568,0.648385
7955,1.0,1.0,0.416715,0.07,0.54336,0.061426,73.21902148490157,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.046198,0.024417,0.033347,72.21901,0.12149,0.551599,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.005349,0.002178,0.008903,0.00357,0.002054,0.002266,0.003181,0.659178
961,0.0,0.0,0.4601,0.02,0.5656,0.035,74.5,0.04,0.0426,0.045,0.053,0.03635,0.0165,0.038,0.015,0.0412,0.09,0.015,65.0,0.1,0.45,0.068,0.135,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.000765022724882,0.0069143842003754,0.0033470353986992,0.0027633769146121,0.0052750772672273,0.0019695882976833,0.0009597120806504,0.5581427202482593
5014,0.0,0.0,0.43066,-0.02379,0.5656,0.0437,73.54964,0.04,0.0286,0.04674,0.0365,0.025357,0.016611,0.033656,0.015,0.044318,0.054458,0.034295,69.22905,0.1263,0.45901,0.0709,0.136962,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.009,0.001238,0.003602,0.000789,0.00285,0.003257,0.001496,0.00069092,0.668547
11048,0.0,0.0,0.402614,0.054496,0.59754,0.095414,78.88998585376791,0.04,0.0298,0.04794,0.0365,0.023889,0.017064,0.032328,0.015,0.034743,0.036623,0.026611,67.88998,0.13133,0.412754,0.07094,0.140569,0.0112947552083332,0.0126413872420262,Steel,0.33,0.329357,0.009413,0.001371,0.004126,0.006962,0.003882,0.002903,0.001125,0.00436,0.719677
4493,1.0,1.0,0.43,0.045,0.655,0.045,75.0,0.04,0.0286,0.053,0.0365,0.02735,0.0215,0.035,0.015,0.03,0.1484,0.025,65.5,0.1234,0.5,0.068,0.135,0.016,0.018,Aluminum,0.33,0.35,0.009,0.0011260146761279,0.0066490572727244,0.002130694279748,0.0038249746477682,0.0024880528804677,0.0023466529419655,0.0006867889203051,0.7372678346794053
1004,0.0,0.0,0.40502,0.02,0.5656,0.045,69.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0466,0.0465,0.0362,74.5,0.145,0.5125,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.0013778790954387,0.0026925520555926,0.0005371531951765,0.0051098921548299,0.0010134555730275,0.0050949649097852,0.0005985604761088,0.610386339006267
14126,0.0,0.0,0.393854,0.042874,0.58551,0.16033,72.28108957427241,0.04033,0.03895,0.04255,0.04366,0.028457,0.013473,0.031553,0.01445,0.044432,0.043329,0.039311,71.51862,0.15876,0.491742,0.07071,0.12824,0.0112947552083332,0.0126413872420262,Steel,0.330205,0.282351,0.008488,0.001837,0.001938,0.003116,0.00264,0.002694,0.002876,0.00243,0.646389
12649,0.0,0.0,0.412053,0.108749,0.57804,0.059393,76.4368670539153,0.04891,0.05367,0.04948,0.06106,0.040884,0.027698,0.03366,0.01477,0.0787,0.034849,0.026344,68.06968,0.13281,0.411613,0.0681,0.128186,0.0112947552083332,0.0126413872420262,Aluminum,0.328692,0.323982,0.008703,0.00158,0.002523,0.00132,0.005375,0.01141,0.001827,0.004045,0.727855
9738,0.0,0.0,0.413041,0.030778,0.54626,0.038818,69.41681626063391,0.03484,0.02382,0.03147,0.03113,0.02266,0.012586,0.026604,0.01493,0.038214,0.031514,0.022607,73.13141,0.12648,0.431606,0.0628,0.140517,0.0112947552083332,0.0126413872420262,Titanium,0.331554,0.320518,0.007892,0.001526,0.002982,0.007064,0.00031741,0.002947,0.00988,0.001906,0.601285
11738,0.0,1.0,0.504043,-0.008937,0.62893,0.066942,70.60851117872652,0.03603,0.03719,0.05466,0.0482,0.022333,0.015733,0.035887,0.01195,0.047269,0.170873,0.050589,66.0308,0.1348,0.628641,0.07088,0.128598,0.0112947552083332,0.01505,Steel,0.33,0.326109,0.012614,0.009238,0.008276,0.007095,0.005784,0.001868,0.006146,0.005483,0.530152
9594,0.0,1.0,0.415708,0.070383,0.56566,0.051437,72.78632375801878,0.04091,0.02795,0.05353,0.0422,0.035628,0.022985,0.031027,0.01487,0.065474,0.043807,0.037157,70.1547,0.11751,0.583642,0.06754,0.130471,0.0112947552083332,0.019195,Aluminum,0.33063,0.298316,0.00948,0.002595,0.000698,0.001947,0.004915,0.002806,0.010723,0.001226,0.660382
709,0.0,0.0,0.39456,0.0,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0603999999999999,0.0487,0.0327,71.1,0.11,0.3547,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0014002289913197,0.0011611402789398,0.0020362346095397,0.0006621274096117,0.0062620144173136,0.0024555127275486,0.0016885481140335,0.6144586116505037
6994,1.0,1.0,0.4064,0.0715,0.4875,0.04397,72.87405,0.03945,0.02633,0.04389,0.03746,0.022712,0.013761,0.031776,0.01489,0.051622,0.052516,0.029492,72.95682,0.13407,0.53208,0.06815,0.130147,0.015812,0.018065,Steel,0.32988,0.349552,0.008862,0.00013,0.00039,0.000753,0.002121,0.00034925,0.000905,0.001268,0.649535
8799,1.0,1.0,0.428602,0.058538,0.59133,0.046407,79.32990284886937,0.03999,0.02739,0.03258,0.03747,0.023767,0.012092,0.031558,0.01499,0.028177,0.044239,0.022753,72.44311,0.1136,0.546809,0.06796,0.130011,0.016001,0.018026,Steel,0.330066,0.349986,0.008162,0.000581,0.002986,0.00384,0.001401,0.002999,0.003365,0.00419,0.634938
5312,0.0,0.0,0.40086,0.06474,0.5656,0.04171,73.45713,0.04,0.02895,0.0456,0.03809,0.023491,0.0126,0.0318,0.015,0.044332,0.016512,0.029357,73.96282,0.14689,0.49783,0.068,0.13,0.0112947552083332,0.0126413872420262,Titanium,0.33,0.345713,0.011011,0.001482,0.003523,0.008778,0.00072108,0.004739,0.004412,0.00126,0.639676
13736,1.0,1.0,0.475913,0.048277,0.59913,0.039913,72.77732832063522,0.03959,0.02675,0.03658,0.03462,0.016503,0.010714,0.025139,0.01456,0.044686,0.035705,0.029163,72.37274,0.12335,0.488473,0.0684,0.130322,0.017472,0.018359,Steel,0.330062,0.352975,0.008728,0.002927,0.001486,0.005568,0.00066006,0.001439,0.007728,0.006395,0.644235
14790,0.0,0.0,0.437119,0.035551,0.58101,0.041926,71.59067543113977,0.03967,0.02849,0.04659,0.03605,0.021679,0.014189,0.031011,0.01469,0.056092,0.046976,0.023463,67.90055,0.11893,0.367586,0.06849,0.130237,0.0112947552083332,0.0126413872420262,Steel,0.329657,0.347883,0.0089,0.001819,0.00406,0.002143,0.003789,0.0028,0.002753,0.001743,0.687306
11877,1.0,1.0,0.346186,-0.004752,0.62938,0.045959,69.23816802011213,0.04041,0.03765,0.05359,0.047,0.020061,0.020497,0.039359,0.01216,0.065976,0.017442,0.041934,71.85275,0.08226,0.474354,0.08976,0.1375,0.015472,0.015753,Aluminum,0.33,0.321299,0.007612,0.002769,0.003059,0.005975,0.00869,0.003111,0.001306,0.003184,0.568196
9431,0.0,0.0,0.402693,0.067804,0.56534,0.047464,73.95670464613251,0.03998,0.02844,0.04456,0.03605,0.037265,0.014122,0.031933,0.01533,0.050164,0.126126,0.03038,73.06347,0.11019,0.636367,0.0679,0.130546,0.0112947552083332,0.0126413872420262,Titanium,0.329954,0.349807,0.009031,0.005097,0.006722,0.002119,0.00374,0.002185,0.000382,0.001928,0.649164
6043,1.0,1.0,0.404084,0.048057,0.559,0.082177,73.03481555376702,0.03649,0.04234,0.04747,0.04137,0.035299,0.015708,0.038692,0.01483,0.075881,0.047489,0.066757,77.13368,0.13836,0.546025,0.06874,0.125192,-0.000917,-0.000935,Titanium,0.327739,0.351737,0.008149,0.003755,0.001638,0.003163,0.00113,0.01093,0.006,0.001716,0.649727
8516,0.0,0.0,0.408195,0.05298,0.56451,0.047037,76.51822706082388,0.03987,0.02851,0.04669,0.0348,0.020958,0.01246,0.031882,0.01473,0.047321,0.036834,0.034116,71.86899,0.14681,0.550519,0.06708,0.132846,0.0112947552083332,0.0126413872420262,Steel,0.330055,0.318829,0.008689,0.00293,0.00469,0.00634,0.003786,0.007555,0.006387,0.002691,0.647888
15223,1.0,1.0,0.432177,0.058546,0.56558,0.045395,74.26214844671675,0.04032,0.02865,0.04459,0.0371,0.024989,0.014343,0.031772,0.01489,0.045607,0.048358,0.033499,73.06211,0.14402,0.627546,0.06797,0.129951,0.015943,0.017967,Steel,0.329961,0.350025,0.008806,0.001364,0.00059,0.002123,0.00161,0.001399,0.002214,0.001671,0.666517
8627,0.0,0.0,0.335583,-0.030396,0.56331,0.038438,71.61995357447094,0.03925,0.02918,0.04937,0.04747,0.027107,0.014674,0.032854,0.01464,0.058446,0.042457,0.053683,70.39606,0.10126,0.219221,0.06961,0.126526,0.0112947552083332,0.0126413872420262,Steel,0.331428,0.350866,0.008649,0.001618,0.002996,0.011596,0.004055,0.001161,0.013014,0.002733,0.519162
1886,0.0,0.0,0.425,0.04,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0458999999999999,0.0504,0.0326,70.0,0.1202,0.48,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0008143893143341,0.0058416940395357,0.0005741202728179,0.0018047546074381,0.0005167298458988,0.0009222101409941,0.0030962231617184,0.6793645210988954
3884,1.0,1.0,0.435,0.024,0.5656,0.05,73.35,0.04,0.0286,0.038,0.0365,0.02335,0.013,0.029,0.015,0.0366,0.0243,0.0303,73.29817842444926,0.1422,0.548,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0005674410286611,0.0027342261222362,0.0005903002743327,0.0046362449749787,0.002287344950469,0.0021955541119641,0.0005422847718769,0.6420348784987738
14304,0.0,0.0,0.458995,0.049717,0.56902,0.060904,72.92795892497512,0.03956,0.03007,0.04565,0.03821,0.026564,0.013815,0.030632,0.01456,0.045237,0.087176,0.028982,69.68113,0.11801,0.477724,0.06726,0.12963,0.0112947552083332,0.0126413872420262,Steel,0.328501,0.316201,0.008808,0.003066,0.003282,0.001801,0.005612,0.002526,0.001572,0.003898,0.643654
7651,1.0,1.0,0.437556,0.069955,0.56615,0.163829,71.56959058427896,0.04073,0.04335,0.04872,0.04716,0.022852,0.021321,0.034667,0.01538,0.052639,0.044458,0.027816,67.70371,0.14182,0.619091,0.09887,0.129526,0.01508,0.017626,Titanium,0.329856,0.350724,0.009834,0.002282,0.001347,0.005302,0.008932,0.008019,0.000911,0.003809,0.621075
1290,1.0,0.0,0.37,0.025,0.5656,0.065,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0272,0.015,0.047,0.04,0.0334,74.0,0.13,0.535,0.068,0.135,0.016,0.0177455382843988,Steel,0.33,0.3,0.009,0.0007040813580086,0.0017746494174861,0.0025506987650569,0.0031672250064602,0.004714894332007,0.0038643409827744,0.0084640727007375,0.6383329974717912
1212,0.0,0.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.0094939724336741,0.0008916998978232,0.0011808378869935,0.0007943876819597,0.00532741940299,0.0017837583158303,0.0014534443681878,0.6536386402787728
11348,1.0,1.0,0.4023,0.068773,0.55709,0.129205,74.06138403530291,0.04877,0.02874,0.04914,0.0365,0.02435,0.013123,0.035614,0.015,0.051139,0.031919,0.022806,72.12274,0.12263,0.499637,0.068,0.13,0.015981,0.01797,Steel,0.33,0.35,0.009,0.001831,0.006641,0.004522,0.001795,0.002792,0.004738,0.00716,0.618558
6588,1.0,1.0,0.437895,0.098721,0.56362,0.043467,73.12287916687862,0.03989,0.02853,0.04936,0.04076,0.023102,0.013338,0.031594,0.01483,0.051783,0.046571,0.030033,71.52649,0.14148,0.496078,0.06809,0.133727,0.013416,0.017722,Steel,0.32994,0.352485,0.008967,0.002474,0.002742,0.006459,0.001927,0.002944,0.002588,0.006501,0.691843
14159,0.0,0.0,0.413052,0.043247,0.57353,0.1412,71.49338719752656,0.03963,0.04944,0.05497,0.04879,0.038105,0.022412,0.033426,0.01463,0.050769,0.038208,0.037026,70.34439,0.19672,0.478314,0.07877,0.144792,0.0112947552083332,0.0126413872420262,Steel,0.329163,0.28204,0.008659,0.000991,0.003702,0.002938,0.002797,0.007559,0.001779,0.004001,0.690225
9436,1.0,1.0,0.414079,0.035943,0.5518,0.07715,74.01692251040075,0.04036,0.03023,0.04955,0.03663,0.023795,0.013399,0.032158,0.01563,0.044097,0.032362,0.029613,72.30999,0.11705,0.582368,0.09658,0.129462,0.015305,0.017679,Aluminum,0.329767,0.349568,0.009136,0.001375,0.006556,0.002838,0.007195,0.001573,0.001356,0.002128,0.650013
9226,0.0,0.0,0.601759,0.027464,0.63735,0.05341,65.07138975080272,0.04084,0.02821,0.03539,0.03594,0.022429,0.015134,0.031122,0.01488,0.02009,0.043956,0.026277,69.57549,0.11404,0.466219,0.06642,0.125679,0.0112947552083332,0.0126413872420262,Titanium,0.329822,0.303717,0.008511,0.002709,0.001802,0.001151,0.002888,0.008657,0.00261,0.00090958,0.625178
12372,0.0,0.0,0.495708,0.022701,0.55395,0.046878,71.71099656811724,0.03973,0.03351,0.056,0.0364,0.035622,0.01997,0.034082,0.01629,0.044663,0.044081,0.027779,67.32493,0.11392,0.323439,0.07194,0.135104,0.0112947552083332,0.0126413872420262,Steel,0.329067,0.328713,0.009224,0.004127,0.006937,0.002797,0.005859,0.002012,0.002793,0.0004267,0.630702
8596,0.0,0.0,0.405435,0.054292,0.55854,0.128793,73.09938789727825,0.03966,0.0498,0.04307,0.048,0.020418,0.012477,0.047236,0.01501,0.045015,0.030974,0.064667,70.50099,0.13124,0.625927,0.07448,0.127192,0.0112947552083332,0.0126413872420262,Steel,0.328352,0.337207,0.009193,0.002271,0.001563,0.001503,0.004266,0.00906,0.01687,0.001976,0.634529
9260,1.0,0.0,0.403732,0.041679,0.56457,0.055441,75.2863105055131,0.0403,0.03946,0.05134,0.03739,0.033277,0.013207,0.033198,0.01555,0.035673,0.178431,0.035868,72.91586,0.14089,0.510554,0.07263,0.120109,0.01537,0.0126413872420262,Steel,0.330301,0.349132,0.00824,0.002614,0.002753,0.001454,0.004395,0.001129,0.001387,0.002197,0.680683
3873,1.0,1.0,0.40504,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0489,0.0461,0.0357,73.0,0.1194,0.6161,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.003343365480274,0.0005371531951765,0.0005171079099848,0.0012008696456836,0.0028298488490176,0.0082080264148157,0.0073875325872814,0.6614338011069462
346,0.0,0.0,0.353,0.0,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0471,0.0474,0.0358,75.0,0.145,0.5134,0.068,0.13,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0007970064856145,0.0009625238482786,0.0022352504193529,0.00067459208372,0.0005049612672109,0.0007327130281968,0.0034564972341082,0.6105293054065437
7824,1.0,1.0,0.441802,0.056198,0.61126,0.066725,73.22841799274171,0.04914,0.0259,0.0411,0.03536,0.020205,0.013,0.030521,0.01043,0.031629,0.051752,0.030013,70.14218,0.10969,0.497295,0.068,0.132284,0.016,0.01789,Steel,0.33,0.35,0.012198,0.000917,0.000848,0.002409,0.001986,0.00599,0.006378,0.005285,0.69436
8109,0.0,0.0,0.410799,0.072666,0.5656,0.042666,73.07778738840182,0.03987,0.0286,0.03455,0.0365,0.022642,0.013,0.0286,0.0147,0.040498,0.029417,0.036142,72.5,0.15262,0.585412,0.068,0.129378,0.0112947552083332,0.0126413872420262,Steel,0.33,0.354668,0.008378,0.00378,0.002603,0.000901,0.003147,0.00195,0.005766,0.004174,0.64991
