,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
2496,469.5,35.0,536.7728,65.5,123.9,7.0,525.0,66.5,586.4817,65.0,34.8,28.6,36.5,20.1,14.1,11.1,5.0,30.8,16.5,30.9,330.0,356.0,18.0,22.0,1.0,1.0,135.0,4.523613788075672,0.7588749683251282,2.4816587457656727,1.319735687089011,2.712172070756836,5.593204319452759,1.8466416880685943,699.6,64.6,699.6,64.6,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,79.0,79.0,1.0,1.0,80.0,80.0,285.0,714.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2497,435.0,72.0,558.82983,71.0,97.5,65.0,519.5,73.5,615.5863,65.0,34.8,28.6,36.5,19.25,13.1,11.1,9.0,19.5,235.8,34.3,330.0,354.5,15.0,18.0,1.0,1.0,130.0,3.5248713893203583,1.1101294901300918,1.5502429524626022,30.89090907985779,2.5035231902397452,3.8206191571635078,5.049806597590432,685.0,55.0,685.0,55.0,0.0,68.0,31.8,692.0,28.6,0.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,153.0,255.0,153.0,1.0,1.0,80.0,80.0,265.0,660.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2498,445.0,75.0,588.4942,72.0,115.9,65.0,560.6,73.0,648.4635,65.0,34.8,28.6,36.5,20.0,13.1,15.0,9.0,36.1,40.6,39.1,330.0,354.0,16.0,18.0,1.0,1.0,130.0,1.3855700165003575,0.46695347830230954,2.1541860030036326,0.800988643288373,0.7435349956621504,0.4449056956947098,0.4552854534700756,685.0,55.0,685.0,55.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,153.0,255.0,1.0,1.0,80.0,80.0,280.0,715.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2499,440.0,75.0,565.5741,70.0,95.5,65.0,520.2,72.0,616.602,65.0,34.8,28.6,36.5,20.0,13.1,15.0,9.0,29.6,20.2,37.6,330.0,355.0,18.0,18.0,1.0,1.0,130.0,3.4945127535133937,0.6697054883296846,1.1976387844771428,3.555970838786849,1.845028641284933,3.9141342135642097,3.9172284755092446,685.0,55.0,685.0,55.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,204.0,255.0,1.0,1.0,80.0,80.0,275.0,695.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2500,439.0,54.0,540.18066,71.0,110.0,45.0,439.0,74.0,672.6973,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.9,48.2,42.7,330.0,350.0,16.0,18.0,0.0,0.0,135.0,9.681435324884658,5.136510456353281,8.625358149673787,2.621884357427103,6.418070906332895,2.260003668232348,2.9452249554158674,736.0,114.0,736.0,114.0,0.0,73.0,55.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,102.0,255.0,1.0,1.0,80.0,80.0,270.0,718.0,44.9,300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2502,390.0,58.0,538.493,73.5,112.8,50.0,577.0,76.0,635.37067,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,38.0,47.0,50.0,330.0,300.0,16.0,18.0,1.0,0.0,120.0,2.509768058671427,2.0681663099268595,2.0896883244434514,1.0924087120248362,0.6974115928423223,0.5274881714772208,1.8973724188783954,676.0,54.0,676.0,54.0,0.0,68.0,40.0,692.0,34.9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,20.0,46.0,1.0,1.0,80.0,80.0,290.0,670.0,48.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2503,465.0,50.0,621.05225,72.5,153.1,40.0,530.0,72.0,663.5988,50.0,40.0,28.6,36.5,18.0,13.0,7.0,9.0,28.3,33.1,49.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2.4624476889646045,1.9746067846030568,0.4201481583193534,1.4162133619463695,1.5892459828299697,0.45529675351079163,0.8321268340550101,725.0,103.0,725.0,103.0,0.0,68.0,40.0,692.0,28.6,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,40.0,10.0,1.0,1.0,80.0,80.0,280.0,740.0,32.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2504,405.0,70.0,593.53656,73.0,145.0,45.0,515.0,74.0,648.31525,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.0,49.0,49.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.7092364160935682,0.20940275087758892,2.0686630145626106,3.109770074049106,1.4888938992180931,2.0313112055124933,2.5257967141789885,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2505,406.0,72.0,555.9413,72.0,103.9,45.0,498.1,74.0,641.8125,50.0,40.0,28.6,36.5,23.35,14.0,15.0,9.0,31.6,28.1,57.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.9306574368467158,0.6916964879186469,0.29329611264441147,1.943939396047474,4.781072400416787,4.009621672838751,6.032145171216893,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,672.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2506,405.0,70.0,566.9847,73.5,145.0,45.0,511.0,73.0,635.62964,45.0,40.0,34.0,49.0,32.5,13.0,15.0,9.0,33.7,45.0,50.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,4.9805744517959605,0.5261169633552103,2.6248798957656456,0.3511314917905391,0.3977483145105739,1.0893697912089344,0.41299777290882,674.0,52.0,674.0,52.0,0.0,68.0,50.0,692.0,40.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2507,342.9,-30.0,345.33075,75.5,78.8,29.0,224.6,70.0,509.8091,15.0,40.0,28.6,36.5,19.85,15.0,15.0,11.2,23.7,24.6,34.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.8909841050053804,2.2169799504882666,2.8615260259978905,1.3749069780742982,0.0,0.0,1.4296968511747195,496.0,90.0,496.0,90.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0,3.0,3.0,40.0,40.0,198.0,370.0,34.9,150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2508,375.0,54.0,574.8847,73.5,165.0,160.0,560.0,75.0,634.9847,38.0,40.0,37.5,36.5,30.0,13.5,15.0,9.0,35.0,125.0,75.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.260666298700788,3.097132391618735,1.2242180023801854,2.779847226970814,2.4289465166919397,1.7769555212551063,2.1507942676566594,674.0,52.0,674.0,52.0,0.0,68.0,50.0,692.0,36.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,250.0,690.0,70.0,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2509,405.0,70.0,600.1441,77.0,145.0,66.0,516.9,78.0,671.9663,45.0,88.0,37.1,36.5,23.35,13.0,15.0,9.0,36.6,50.9,52.3,330.0,300.0,16.0,18.0,0.0,0.0,120.0,4.6023778830690345,1.3547919572710865,1.4133287487083925,5.099945148369032,4.822251274365118,2.7615634125070674,2.175203786172366,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,10.0,2.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,298.0,718.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2510,390.0,35.0,537.97565,72.0,135.0,120.0,532.2,71.0,627.8621,32.5,40.0,28.6,36.5,23.35,13.0,15.0,9.0,36.3,52.2,45.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.2502558683308973,0.5225749176305098,3.1321760862705195,0.47778965114052424,2.5155299880147752,0.16369111005249207,1.42310195541862,625.0,66.0,625.0,66.0,0.0,68.0,36.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,38.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2511,380.0,50.0,540.7487,73.0,130.0,270.0,705.0,74.0,609.17285,30.0,40.0,27.7,36.5,23.35,21.0,15.0,9.0,32.2,125.0,36.6,330.0,350.0,16.0,18.0,0.0,0.0,120.0,2.8987173518738656,0.8272819798818817,2.1053579950437724,6.197371827177933,2.6898104443468562,3.4089295659596437,4.849187294126968,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,270.0,759.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2512,390.5,7.0,507.76874,71.5,110.0,60.0,490.0,72.5,644.1189,45.0,40.0,38.5,45.5,31.0,16.5,15.0,9.0,30.0,60.0,18.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.7408557958480128,0.31569051848140633,0.18303968562647085,0.18716486698466772,0.37090335811562,0.2368316323104399,0.15681533200605866,670.0,111.0,670.0,111.0,0.0,73.0,50.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,275.0,650.0,34.9,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2513,383.0,60.0,564.92944,73.0,145.0,195.0,645.0,74.5,622.72406,35.0,40.0,29.7,36.5,31.5,14.0,15.0,9.0,35.0,165.0,65.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,4.748357435420926,0.301161712220464,2.893565644870381,0.8981426270815915,0.7920744940179862,11.376882546767712,1.1459130426084183,674.0,52.0,674.0,52.0,0.0,68.0,43.0,692.0,40.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,260.0,715.0,46.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2514,405.0,70.0,562.1972,73.0,110.7,45.0,498.9,75.1,638.1963,50.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,29.7,48.9,47.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.153918952746651,1.491744674779257,1.0884338119140027,1.613812458313773,3.9048001067169253,0.7701007396442568,0.7901070959364072,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,672.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2515,380.0,50.0,540.7487,73.0,130.0,270.0,705.0,74.0,609.17285,30.0,40.0,27.7,36.5,23.35,21.0,15.0,9.0,32.2,125.0,36.6,330.0,350.0,16.0,18.0,0.0,1.0,120.0,1.4998651934690919,0.6166662025010649,0.5623708436892852,1.6190723820911224,0.9158195068846209,5.404175926615931,0.7542952909914031,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,102.0,255.0,255.0,1.0,1.0,80.0,80.0,270.0,759.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2516,380.0,50.0,540.7487,73.0,130.0,270.0,705.0,74.0,609.17285,30.0,40.0,27.7,36.5,23.35,21.0,15.0,9.0,32.2,125.0,36.6,330.0,350.0,16.0,18.0,0.0,1.0,120.0,9.41627828819129,4.413754315540391,2.1030801616289314,25.809278867392308,8.452161415512712,1.7751452113712256,3.958089438918995,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,759.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2517,405.0,37.0,506.3141,73.0,100.0,45.0,619.7,74.0,611.7178,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,29.3,44.7,35.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,7.363854412244041,2.309955115266468,4.791193517229991,3.5567622114398576,0.8116829206925787,6.2877899063557035,5.169053303165633,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2518,395.0,66.0,608.0492,73.5,135.3,275.0,644.6,82.0,640.54974,45.0,40.0,36.75,44.0,28.35,13.0,15.0,9.0,0.0,178.6,19.4,330.0,350.0,16.0,18.0,1.0,0.0,130.0,5.3822282168082305,2.946684337715075,1.2532998567681795,1.4888994647601133,2.782908895106759,7.216377945279013,0.9583905786004965,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,300.0,718.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2519,401.0,60.0,548.96533,71.3,128.0,45.0,530.0,74.0,627.8538,42.0,40.0,36.25,42.0,23.35,13.0,15.0,9.0,33.6,20.0,49.7,330.0,350.0,16.0,18.0,1.0,1.0,130.0,3.436164529698147,0.5433608237896206,2.271877149902995,2.362086288137455,0.9396687122027189,0.18688465441720872,2.6263205101642924,674.0,52.0,674.0,52.0,0.0,68.0,50.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,51.0,204.0,1.0,1.0,80.0,80.0,275.0,705.0,34.9,200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2520,400.0,30.0,510.59683,67.0,100.0,45.0,300.0,71.5,647.0272,45.0,40.0,38.5,45.5,31.0,19.0,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,6.977475763030931,7.624560822787984,6.453267633523955,3.1252517754847444,1.4060325493691705,16.39421993610197,4.202401323585918,674.0,52.0,674.0,52.0,0.0,73.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,230.0,380.0,34.9,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2521,405.0,72.0,549.85455,72.0,97.5,45.0,522.9,74.5,633.4259,50.0,40.0,28.6,36.5,23.35,12.5,15.0,9.0,27.3,42.9,41.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,4.3469916766850805,5.964848925925222,0.9295206705098459,0.7520316328706669,1.2167794226665878,0.6563877914421824,0.1674167647400886,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,672.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2522,405.0,70.0,553.8064,74.0,100.6,75.0,513.4,75.0,660.93384,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,38.9,47.4,55.4,330.0,350.0,16.0,18.0,0.0,0.0,120.0,5.091708565086388,5.389870774697434,2.7363147515432735,9.689111875597545,6.232385790866384,1.628598929585066,2.3352465769901607,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,275.0,718.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2523,450.0,70.0,600.1351,73.0,129.4,85.0,573.3,74.0,682.7624,45.0,40.0,28.6,36.5,19.35,11.0,15.0,9.0,35.6,73.3,49.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,34.128190851990475,5.497170500873965,18.283128945040477,5.675728330045002,16.1457455002792,19.309895418247176,6.0258201815733585,736.0,114.0,736.0,114.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,716.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2524,415.0,75.0,551.7762,71.5,100.5,37.5,538.9,72.5,623.9415,45.0,40.0,28.6,36.5,19.25,13.1,15.0,9.0,28.8,18.9,36.6,330.0,350.0,18.0,18.0,1.0,1.0,130.0,2.8693635635427115,3.107988320593522,1.5150153620476459,1.7230164252494324,1.6906891930585943,3.363475387425831,0.8955102466763976,674.0,52.0,674.0,52.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,191.0,255.0,1.0,1.0,80.0,80.0,275.0,715.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2525,410.0,70.0,543.9318,72.0,95.0,45.0,555.0,75.0,658.2031,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,39.7,46.7,47.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.624665606733353,0.4983971345094653,0.6769797362107792,1.1438468301140996,3.394508957077204,0.7070858148888602,2.4259136573591045,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,229.0,229.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2526,440.0,70.0,587.5626,70.0,145.7,45.0,577.0,74.0,639.7084,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,39.5,47.0,47.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.1320208615784955,0.5742402189645046,1.6304759475662371,1.15066946588083,5.588655264327728,0.7781426245804381,2.205014597303178,685.0,63.0,685.0,63.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2527,405.0,55.0,617.2669,73.0,187.9,45.0,626.0,73.0,643.8206,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,39.7,47.8,46.6,330.0,375.0,16.0,18.0,0.0,1.0,120.0,17.684212519529904,2.4122827475726925,1.04814988665884,1.9720292776974722,2.063164918689109,2.316207408970342,0.6898223818106195,685.0,63.0,685.0,63.0,0.0,68.0,40.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,820.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2528,412.0,78.0,605.6487,73.0,149.3,45.0,590.0,73.0,654.4312,45.0,40.0,28.6,36.5,23.35,15.0,15.0,9.0,48.2,37.6,41.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.1179750871085807,2.958260974586558,2.847768165248945,3.9210705643963437,7.462493656169096,1.1520413877686664,3.3772523114112047,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,27.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,265.0,770.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
